"","orig_GS","old_entrez_id","en2gs_GS","ens_id"
"gene_symbol2021","SLC20A1",6574,"SLC20A1","ENSG00000144136"
"gene_symbol2022","IGFBP5",3488,"IGFBP5","ENSG00000115461"
"gene_symbol2023","AC010255.2",100505841,"LOC100505841","ENSG00000250803"
"gene_symbol2024","RNVU1-3",101954272,"RNVU1-3","ENSG00000201183"
"gene_symbol2025","ARPC5",10092,"ARPC5","ENSG00000162704"
"gene_symbol2026","KNOP1",400506,"KNOP1","ENSG00000103550"
"gene_symbol2027","UQCRH",7388,"UQCRH","ENSG00000173660"
"gene_symbol2028","MYL10",93408,"MYL10","ENSG00000106436"
"gene_symbol2029","LCLAT1",253558,"LCLAT1","ENSG00000172954"
"gene_symbol2030","MIR3939",100500857,"MIR3939","ENSG00000265828"
"gene_symbol2031","ZHX2",22882,"ZHX2","ENSG00000178764"
"gene_symbol2032","ITGB1BP1",9270,"ITGB1BP1","ENSG00000119185"
"gene_symbol2033","TMEM181",57583,"TMEM181","ENSG00000146433"
"gene_symbol2034","LINC02709",440028,"LINC02709","ENSG00000245522"
"gene_symbol2035","HESX1",8820,"HESX1","ENSG00000163666"
"gene_symbol2036","TRAF3IP2",10758,"TRAF3IP2","ENSG00000056972"
"gene_symbol2037","REPS2",9185,"REPS2","ENSG00000169891"
"gene_symbol2038","LINC02052",253573,"LINC02052","ENSG00000224406"
"gene_symbol2039","ZBBX",79740,"ZBBX","ENSG00000169064"
"gene_symbol2040","MDFI",4188,"MDFI","ENSG00000112559"
"gene_symbol2041","GTPBP4",23560,"GTPBP4","ENSG00000107937"
"gene_symbol2042","SNORD73B",114655,"SNORD73B","ENSG00000201264"
"gene_symbol2043","C3",718,"C3","ENSG00000125730"
"gene_symbol2044","CCDC81",60494,"CCDC81","ENSG00000149201"
"gene_symbol2045","DLG3",1741,"DLG3","ENSG00000082458"
"gene_symbol2046","MIR6814",102465488,"MIR6814","ENSG00000275166"
"gene_symbol2047","PSTPIP2",9050,"PSTPIP2","ENSG00000152229"
"gene_symbol2048","NEGR1",257194,"NEGR1","ENSG00000172260"
"gene_symbol2049","RNF175",285533,"RNF175","ENSG00000145428"
"gene_symbol2050","GLUD2",2747,"GLUD2","ENSG00000182890"
"gene_symbol2051","B4GALT2",8704,"B4GALT2","ENSG00000117411"
"gene_symbol2052","ZMYM4",9202,"ZMYM4","ENSG00000146463"
"gene_symbol2053","SNORD114-29",767610,"SNORD114-29","ENSG00000201689"
"gene_symbol2054","TBK1",29110,"TBK1","ENSG00000183735"
"gene_symbol2055","TRIM31-AS1",104533120,"TRIM31-AS1","ENSG00000231226"
"gene_symbol2056","ZNF8",7554,"ZNF8","ENSG00000278129"
"gene_symbol2057","THOC3",84321,"THOC3","ENSG00000051596"
"gene_symbol2058","ARMH3",79591,"ARMH3","ENSG00000120029"
"gene_symbol2059","RIMBP3",85376,"RIMBP3","ENSG00000275793"
"gene_symbol2060","UBE3C",9690,"UBE3C","ENSG00000009335"
"gene_symbol2061","WFDC8",90199,"WFDC8","ENSG00000158901"
"gene_symbol2062","AC019117.1",101927630,"LINC02889","ENSG00000236039"
"gene_symbol2063","ADAM15",8751,"ADAM15","ENSG00000143537"
"gene_symbol2064","OR10H2",26538,"OR10H2","ENSG00000171942"
"gene_symbol2065","MAP1B",4131,"MAP1B","ENSG00000131711"
"gene_symbol2066","MIR3976HG",645355,"MIR3976HG","ENSG00000261738"
"gene_symbol2067","C1orf122",127687,"C1orf122","ENSG00000197982"
"gene_symbol2068","AC034199.1",100128059,"LOC100128059","ENSG00000250274"
"gene_symbol2069","ADAM12",8038,"ADAM12","ENSG00000148848"
"gene_symbol2070","HCG20",105375013,"HCG20","ENSG00000228022"
"gene_symbol2071","TSPAN14",81619,"TSPAN14","ENSG00000108219"
"gene_symbol2072","PRRT1B",642515,"PRRT1B","ENSG00000283526"
"gene_symbol2073","INKA2",55924,"INKA2","ENSG00000197852"
"gene_symbol2074","PLA2G2A",5320,"PLA2G2A","ENSG00000188257"
"gene_symbol2075","SOX7",83595,"SOX7","ENSG00000171056"
"gene_symbol2076","C21orf91",54149,"C21orf91","ENSG00000154642"
"gene_symbol2077","PARP9",83666,"PARP9","ENSG00000138496"
"gene_symbol2078","MED11",400569,"MED11","ENSG00000161920"
"gene_symbol2079","MIR6746",102465446,"MIR6746","ENSG00000277892"
"gene_symbol2080","CPNE6",9362,"CPNE6","ENSG00000100884"
"gene_symbol2081","ZSCAN29",146050,"ZSCAN29","ENSG00000140265"
"gene_symbol2082","RGPD4",285190,"RGPD4","ENSG00000196862"
"gene_symbol2083","AZU1",566,"AZU1","ENSG00000172232"
"gene_symbol2084","KITLG",4254,"KITLG","ENSG00000049130"
"gene_symbol2085","THEMIS2",9473,"THEMIS2","ENSG00000130775"
"gene_symbol2086","ZSWIM2",151112,"ZSWIM2","ENSG00000163012"
"gene_symbol2087","LINC02241",105374676,"LINC02241","ENSG00000251629"
"gene_symbol2088","UPK2",7379,"UPK2","ENSG00000110375"
"gene_symbol2089","LINC01550",388011,"LINC01550","ENSG00000246223"
"gene_symbol2090","PIBF1",10464,"PIBF1","ENSG00000083535"
"gene_symbol2091","URB2",9816,"URB2","ENSG00000135763"
"gene_symbol2092","LINC00606",285370,"LINC00606","ENSG00000226567"
"gene_symbol2093","AL139398.1",105373244,"LOC105373244","ENSG00000284391"
"gene_symbol2094","PCDHGB3",56102,"PCDHGB3","ENSG00000262209"
"gene_symbol2095","CDC14A",8556,"CDC14A","ENSG00000079335"
"gene_symbol2096","LINC01179",101928151,"LINC01179","ENSG00000249500"
"gene_symbol2097","ZBTB2",57621,"ZBTB2","ENSG00000181472"
"gene_symbol2098","SPRY1",10252,"SPRY1","ENSG00000164056"
"gene_symbol2099","TTTY1B",100101116,"TTTY1B","ENSG00000129816"
"gene_symbol2100","ALG9",79796,"ALG9","ENSG00000086848"
"gene_symbol2101","WDR72",256764,"WDR72","ENSG00000166415"
"gene_symbol2102","QSER1",79832,"QSER1","ENSG00000060749"
"gene_symbol2103","TH2LCRR",101927761,"TH2LCRR","ENSG00000223442"
"gene_symbol2104","ST3GAL3",6487,"ST3GAL3","ENSG00000126091"
"gene_symbol2105","OR10H3",26532,"OR10H3","ENSG00000171936"
"gene_symbol2106","XAGE2",9502,"XAGE2","ENSG00000155622"
"gene_symbol2107","MIR9-1HG",10485,"MIR9-1HG","ENSG00000125462"
"gene_symbol2108","LINC00457",100874179,"LINC00457","ENSG00000225179"
"gene_symbol2109","SOX1",6656,"SOX1","ENSG00000182968"
"gene_symbol2110","HS6ST1",9394,"HS6ST1","ENSG00000136720"
"gene_symbol2111","NBPF11",200030,"NBPF11","ENSG00000263956"
"gene_symbol2112","ALDH6A1",4329,"ALDH6A1","ENSG00000119711"
"gene_symbol2113","PCDHGC4",56098,"PCDHGC4","ENSG00000242419"
"gene_symbol2114","MIR3133",100422942,"MIR3133","ENSG00000263752"
"gene_symbol2115","CMTR1",23070,"CMTR1","ENSG00000137200"
"gene_symbol2116","RPL13A",23521,"RPL13A","ENSG00000142541"
"gene_symbol2117","SEPSECS",51091,"SEPSECS","ENSG00000109618"
"gene_symbol2118","C1QTNF7",114905,"C1QTNF7","ENSG00000163145"
"gene_symbol2119","ZNF569",148266,"ZNF569","ENSG00000196437"
"gene_symbol2120","SPAG4",6676,"SPAG4","ENSG00000061656"
"gene_symbol2121","OR4C3",256144,"OR4C3","ENSG00000176547"
"gene_symbol2122","MIR520C",574476,"MIR520C","ENSG00000207738"
"gene_symbol2123","GMCL2",64396,"GMCL2","ENSG00000244234"
"gene_symbol2124","UBR3",130507,"UBR3","ENSG00000144357"
"gene_symbol2125","COPS6",10980,"COPS6","ENSG00000168090"
"gene_symbol2126","ZNF25",219749,"ZNF25","ENSG00000175395"
"gene_symbol2127","HAS2",3037,"HAS2","ENSG00000170961"
"gene_symbol2128","CMIP",80790,"CMIP","ENSG00000153815"
"gene_symbol2129","MNX1-AS1",645249,"MNX1-AS1","ENSG00000243479"
"gene_symbol2130","BOK",666,"BOK","ENSG00000176720"
"gene_symbol2131","ZNF474",133923,"ZNF474","ENSG00000164185"
"gene_symbol2132","ADCY1",107,"ADCY1","ENSG00000164742"
"gene_symbol2133","CCDC144A",9720,"CCDC144A","ENSG00000170160"
"gene_symbol2134","ZNF471",57573,"ZNF471","ENSG00000196263"
"gene_symbol2135","LINC02843",286238,"LINC02843","ENSG00000228189"
"gene_symbol2136","FAM160A1",729830,"FHIP1A","ENSG00000164142"
"gene_symbol2137","CEP76",79959,"CEP76","ENSG00000101624"
"gene_symbol2138","WFDC3",140686,"WFDC3","ENSG00000124116"
"gene_symbol2139","MYOZ1",58529,"MYOZ1","ENSG00000177791"
"gene_symbol2140","CDK6-AS1",101927497,"CDK6-AS1","ENSG00000237819"
"gene_symbol2141","OR10T2",128360,"OR10T2","ENSG00000186306"
"gene_symbol2142","IGF1",3479,"IGF1","ENSG00000017427"
"gene_symbol2143","ACER3",55331,"ACER3","ENSG00000078124"
"gene_symbol2144","MSTO1",55154,"MSTO1","ENSG00000125459"
"gene_symbol2145","GPR82",27197,"GPR82","ENSG00000171657"
"gene_symbol2146","EDARADD",128178,"EDARADD","ENSG00000186197"
"gene_symbol2147","LINC02171",100133461,"LINC02171","ENSG00000250632"
"gene_symbol2148","MS4A5",64232,"MS4A5","ENSG00000166930"
"gene_symbol2149","OPRL1",4987,"OPRL1","ENSG00000125510"
"gene_symbol2150","C12orf56",115749,"C12orf56","ENSG00000185306"
"gene_symbol2151","LINC00106",751580,"LINC00106","ENSG00000236871"
"gene_symbol2152","AC013402.3",105373525,"LOC105373525","ENSG00000236109"
"gene_symbol2153","CCDC7",79741,"CCDC7","ENSG00000216937"
"gene_symbol2154","TRIM71",131405,"TRIM71","ENSG00000206557"
"gene_symbol2155","HPD",3242,"HPD","ENSG00000158104"
"gene_symbol2156","HUWE1",10075,"HUWE1","ENSG00000086758"
"gene_symbol2157","CLEC10A",10462,"CLEC10A","ENSG00000132514"
"gene_symbol2158","BAP1",8314,"BAP1","ENSG00000163930"
"gene_symbol2159","LINC02115",102467212,"LINC02115","ENSG00000248757"
"gene_symbol2160","MIR4432",100616473,"MIR4432","ENSG00000266078"
"gene_symbol2161","MFSD14B",84641,"MFSD14B","ENSG00000148110"
"gene_symbol2162","LINGO1",84894,"LINGO1","ENSG00000169783"
"gene_symbol2163","TLX3",30012,"TLX3","ENSG00000164438"
"gene_symbol2164","MRPL9",65005,"MRPL9","ENSG00000143436"
"gene_symbol2165","ZNF529-AS1",101927599,"ZNF529-AS1","ENSG00000233527"
"gene_symbol2166","MIR548BB",103504735,"MIR548BB","ENSG00000281426"
"gene_symbol2167","SPATA42",642864,"SPATA42","ENSG00000203897"
"gene_symbol2168","TMEM14B",81853,"TMEM14B","ENSG00000137210"
"gene_symbol2169","MGME1",92667,"MGME1","ENSG00000125871"
"gene_symbol2170","MIR143",406935,"MIR143","ENSG00000284182"
"gene_symbol2171","BX276092.9",101059915,"LOC101059915","ENSG00000283599"
"gene_symbol2172","MIR1972-2",100422922,"MIR1972-2","ENSG00000239118"
"gene_symbol2173","LINC01007",100506527,"LINC01007","ENSG00000233123"
"gene_symbol2174","AKR1D1",6718,"AKR1D1","ENSG00000122787"
"gene_symbol2175","PARM1",25849,"PARM1","ENSG00000169116"
"gene_symbol2176","ZNF671",79891,"ZNF671","ENSG00000083814"
"gene_symbol2177","GMPR",2766,"GMPR","ENSG00000137198"
"gene_symbol2178","SMPD3",55512,"SMPD3","ENSG00000103056"
"gene_symbol2179","MYO9B",4650,"MYO9B","ENSG00000099331"
"gene_symbol2180","NFYB",4801,"NFYB","ENSG00000120837"
"gene_symbol2181","EML4",27436,"EML4","ENSG00000143924"
"gene_symbol2182","CDH1",999,"CDH1","ENSG00000039068"
"gene_symbol2183","CKAP4",10970,"CKAP4","ENSG00000136026"
"gene_symbol2184","DDX39A",10212,"DDX39A","ENSG00000123136"
"gene_symbol2185","LINC00662",148189,"LINC00662","ENSG00000261824"
"gene_symbol2186","MSMB",4477,"MSMB","ENSG00000263639"
"gene_symbol2187","FBXO21",23014,"FBXO21","ENSG00000135108"
"gene_symbol2188","SLC12A8",84561,"SLC12A8","ENSG00000221955"
"gene_symbol2189","PTDSS1",9791,"PTDSS1","ENSG00000156471"
"gene_symbol2190","COQ10A",93058,"COQ10A","ENSG00000135469"
"gene_symbol2191","HCCS",3052,"HCCS","ENSG00000004961"
"gene_symbol2192","GGN",199720,"GGN","ENSG00000179168"
"gene_symbol2193","MIR5591",100847065,"MIR5591","ENSG00000264621"
"gene_symbol2194","ZBTB8B",728116,"ZBTB8B","ENSG00000273274"
"gene_symbol2195","EIF6",3692,"EIF6","ENSG00000242372"
"gene_symbol2196","MIR559",693144,"MIR559","ENSG00000207923"
"gene_symbol2197","PILRB",29990,"PILRB","ENSG00000121716"
"gene_symbol2198","EFNA3",1944,"EFNA3","ENSG00000143590"
"gene_symbol2199","FBXL19",54620,"FBXL19","ENSG00000099364"
"gene_symbol2200","TM4SF19-AS1",100874214,"TM4SF19-AS1","ENSG00000235897"
"gene_symbol2201","GFY",100507003,"GFY","ENSG00000261949"
"gene_symbol2202","CCDC188",388849,"CCDC188","ENSG00000234409"
"gene_symbol2203","LINC01005",100506050,"LINC01005","ENSG00000228564"
"gene_symbol2204","DSCR8",84677,"DSCR8","ENSG00000198054"
"gene_symbol2205","TBC1D2B",23102,"TBC1D2B","ENSG00000167202"
"gene_symbol2206","AP003025.1",101929653,"LOC101929653","ENSG00000237654"
"gene_symbol2207","CASTOR1",652968,"CASTOR1","ENSG00000239282"
"gene_symbol2208","MT-ATP6",4508,"ATP6","ENSG00000198899"
"gene_symbol2209","CYYR1-AS1",100996571,"CYYR1-AS1","ENSG00000197934"
"gene_symbol2210","CHRNA1",1134,"CHRNA1","ENSG00000138435"
"gene_symbol2211","GATA6",2627,"GATA6","ENSG00000141448"
"gene_symbol2212","COX7B",1349,"COX7B","ENSG00000131174"
"gene_symbol2213","PRR5-ARHGAP8",553158,"PRR5-ARHGAP8","ENSG00000248405"
"gene_symbol2214","ADCY10P1",221442,"ADCY10P1","ENSG00000161912"
"gene_symbol2215","PILRA",29992,"PILRA","ENSG00000085514"
"gene_symbol2216","MIR3674",100500912,"MIR3674","ENSG00000283858"
"gene_symbol2217","CASC19",103164619,"PCAT2","ENSG00000254166"
"gene_symbol2218","OR2T12",127064,"OR2T12","ENSG00000177201"
"gene_symbol2219","CIB1",10519,"CIB1","ENSG00000185043"
"gene_symbol2220","CLDN22",53842,"CLDN22","ENSG00000177300"
"gene_symbol2221","LINC01545",724087,"LINC01545","ENSG00000204904"
"gene_symbol2222","SWAP70",23075,"SWAP70","ENSG00000133789"
"gene_symbol2223","GPX2",2877,"GPX2","ENSG00000176153"
"gene_symbol2224","LGI1",9211,"LGI1","ENSG00000108231"
"gene_symbol2225","TMEM237",65062,"TMEM237","ENSG00000155755"
"gene_symbol2226","WFDC10A",140832,"WFDC10A","ENSG00000180305"
"gene_symbol2227","EPHA6",285220,"EPHA6","ENSG00000080224"
"gene_symbol2228","RANBP2",5903,"RANBP2","ENSG00000153201"
"gene_symbol2229","CRCT1",54544,"CRCT1","ENSG00000169509"
"gene_symbol2230","AC006305.1",642484,"LOC642484","ENSG00000206129"
"gene_symbol2231","CKS2",1164,"CKS2","ENSG00000123975"
"gene_symbol2232","IDI2",91734,"IDI2","ENSG00000148377"
"gene_symbol2233","BTBD6",90135,"BTBD6","ENSG00000184887"
"gene_symbol2234","TRG-AS1",100506776,"TRG-AS1","ENSG00000281103"
"gene_symbol2235","AC107896.1",105372143,"LOC105372143","ENSG00000267743"
"gene_symbol2236","PCDHGA12",26025,"PCDHGA12","ENSG00000253159"
"gene_symbol2237","C1QC",714,"C1QC","ENSG00000159189"
"gene_symbol2238","PART1",25859,"PART1","ENSG00000152931"
"gene_symbol2239","LEMD2",221496,"LEMD2","ENSG00000161904"
"gene_symbol2240","LINC01361",101927498,"LINC01361","ENSG00000236268"
"gene_symbol2241","ADAMTS19",171019,"ADAMTS19","ENSG00000145808"
"gene_symbol2242","GPR89A",653519,"GPR89A","ENSG00000117262"
"gene_symbol2243","FITM2",128486,"FITM2","ENSG00000197296"
"gene_symbol2244","SALRNA2",104548973,"SALRNA2","ENSG00000280515"
"gene_symbol2245","SARS1",6301,"SARS1","ENSG00000031698"
"gene_symbol2246","SPTB",6710,"SPTB","ENSG00000070182"
"gene_symbol2247","ZNF846",162993,"ZNF846","ENSG00000196605"
"gene_symbol2248","MIR208B",100126336,"MIR208B","ENSG00000215991"
"gene_symbol2249","ZNF235",9310,"ZNF235","ENSG00000159917"
"gene_symbol2250","TEX53",105376230,"TEX53","ENSG00000230054"
"gene_symbol2251","GABRQ",55879,"GABRQ","ENSG00000268089"
"gene_symbol2252","STK10",6793,"STK10","ENSG00000072786"
"gene_symbol2253","GDNF",2668,"GDNF","ENSG00000168621"
"gene_symbol2254","LINC02000",100507210,"LINC02000","ENSG00000243832"
"gene_symbol2255","AC097468.1",100129175,"LOC100129175","ENSG00000224090"
"gene_symbol2256","KBTBD13",390594,"KBTBD13","ENSG00000234438"
"gene_symbol2257","BNC2-AS1",111216284,"BNC2-AS1","ENSG00000234779"
"gene_symbol2258","AKAP6",9472,"AKAP6","ENSG00000151320"
"gene_symbol2259","LRRTM3",347731,"LRRTM3","ENSG00000198739"
"gene_symbol2260","LINC00297",100874059,"LINC00297","ENSG00000224329"
"gene_symbol2261","TTC22",55001,"TTC22","ENSG00000006555"
"gene_symbol2262","THYN1",29087,"THYN1","ENSG00000151500"
"gene_symbol2263","MIR6859-1",102466751,"MIR6859-1","ENSG00000278267"
"gene_symbol2264","LINC02716",374387,"LINC02716",""
"gene_symbol2265","LINC01168",399829,"LINC01168","ENSG00000240707"
"gene_symbol2266","PLEKHA6",22874,"PLEKHA6","ENSG00000143850"
"gene_symbol2267","SPESP1",246777,"SPESP1","ENSG00000258484"
"gene_symbol2268","CRB1",23418,"CRB1","ENSG00000134376"
"gene_symbol2269","MIR4456",100616381,"MIR4456","ENSG00000264233"
"gene_symbol2270","LINC01204",101927528,"LINC01204","ENSG00000229563"
"gene_symbol2271","ADRA2A",150,"ADRA2A","ENSG00000150594"
"gene_symbol2272","H2AC15",8330,"H2AC15","ENSG00000275221"
"gene_symbol2273","WDR17",116966,"WDR17","ENSG00000150627"
"gene_symbol2274","P2RY10",27334,"P2RY10","ENSG00000078589"
"gene_symbol2275","MRE11",4361,"MRE11","ENSG00000020922"
"gene_symbol2276","PHTF1",10745,"PHTF1","ENSG00000116793"
"gene_symbol2277","MIR4668",100616114,"MIR4668","ENSG00000266315"
"gene_symbol2278","H1-8",132243,"H1-8","ENSG00000178804"
"gene_symbol2279","DKK2",27123,"DKK2","ENSG00000155011"
"gene_symbol2280","SAMD12",401474,"SAMD12","ENSG00000177570"
"gene_symbol2281","ARHGAP24",83478,"ARHGAP24","ENSG00000138639"
"gene_symbol2282","ACP5",54,"ACP5","ENSG00000102575"
"gene_symbol2283","CLDN5",7122,"CLDN5","ENSG00000184113"
"gene_symbol2284","OVGP1",5016,"OVGP1","ENSG00000085465"
"gene_symbol2285","MARVELD1",83742,"MARVELD1","ENSG00000155254"
"gene_symbol2286","ORC2",4999,"ORC2","ENSG00000115942"
"gene_symbol2287","MAN1B1-DT",100289341,"MAN1B1-DT","ENSG00000268996"
"gene_symbol2288","LINC02774",339529,"LINC02774","ENSG00000226828"
"gene_symbol2289","TMSB4X",7114,"TMSB4X","ENSG00000205542"
"gene_symbol2290","OPN4",94233,"OPN4","ENSG00000122375"
"gene_symbol2291","UPF2",26019,"UPF2","ENSG00000151461"
"gene_symbol2292","NKX6-1",4825,"NKX6-1","ENSG00000163623"
"gene_symbol2293","AP5Z1",9907,"AP5Z1","ENSG00000242802"
"gene_symbol2294","CCNYL1",151195,"CCNYL1","ENSG00000163249"
"gene_symbol2295","CEP135",9662,"CEP135","ENSG00000174799"
"gene_symbol2296","OR11H1",81061,"OR11H1","ENSG00000130538"
"gene_symbol2297","RAD52",5893,"RAD52","ENSG00000002016"
"gene_symbol2298","KRTAP9-6",100507608,"KRTAP9-6","ENSG00000212659"
"gene_symbol2299","STIP1",10963,"STIP1","ENSG00000168439"
"gene_symbol2300","AC235097.1",645188,"LOC645188","ENSG00000223438"
"gene_symbol2301","CD79A",973,"CD79A","ENSG00000105369"
"gene_symbol2302","MAP6D1",79929,"MAP6D1","ENSG00000180834"
"gene_symbol2303","CNTNAP1",8506,"CNTNAP1","ENSG00000108797"
"gene_symbol2304","GUF1",60558,"GUF1","ENSG00000151806"
"gene_symbol2305","ZNF549",256051,"ZNF549","ENSG00000121406"
"gene_symbol2306","ZP1",22917,"ZP1","ENSG00000149506"
"gene_symbol2307","JMJD7",100137047,"JMJD7","ENSG00000243789"
"gene_symbol2308","PRORSD1P",344405,"PRORSD1P","ENSG00000162997"
"gene_symbol2309","IFIH1",64135,"IFIH1","ENSG00000115267"
"gene_symbol2310","F2RL1",2150,"F2RL1","ENSG00000164251"
"gene_symbol2311","REEP6",92840,"REEP6","ENSG00000115255"
"gene_symbol2312","WDR83",84292,"WDR83","ENSG00000123154"
"gene_symbol2313","RAB36",9609,"RAB36","ENSG00000100228"
"gene_symbol2314","ZNF729",100287226,"ZNF729","ENSG00000196350"
"gene_symbol2315","MEIS1-AS2",100873998,"MEIS1-AS2","ENSG00000230749"
"gene_symbol2316","F7",2155,"F7","ENSG00000057593"
"gene_symbol2317","GYG2",8908,"GYG2","ENSG00000056998"
"gene_symbol2318","H2AB2",474381,"H2AB2","ENSG00000277858"
"gene_symbol2319","MIR15B",406949,"MIR15B","ENSG00000207779"
"gene_symbol2320","EMILIN3",90187,"EMILIN3","ENSG00000183798"
"gene_symbol2321","HCG9",10255,"HCG9","ENSG00000204625"
"gene_symbol2322","RRM2B",50484,"RRM2B","ENSG00000048392"
"gene_symbol2323","UBE2T",29089,"UBE2T","ENSG00000077152"
"gene_symbol2324","TMUB1",83590,"TMUB1","ENSG00000164897"
"gene_symbol2325","AQP1",358,"AQP1","ENSG00000240583"
"gene_symbol2326","KIR3DL3",115653,"KIR3DL3","ENSG00000242019"
"gene_symbol2327","MIR496",574454,"MIR496","ENSG00000207961"
"gene_symbol2328","TAS2R31",259290,"TAS2R31","ENSG00000256436"
"gene_symbol2329","SNUPN",10073,"SNUPN","ENSG00000169371"
"gene_symbol2330","AMMECR1L",83607,"AMMECR1L","ENSG00000144233"
"gene_symbol2331","OR5B12",390191,"OR5B12","ENSG00000172362"
"gene_symbol2332","KCND1",3750,"KCND1","ENSG00000102057"
"gene_symbol2333","NDUFB5",4711,"NDUFB5","ENSG00000136521"
"gene_symbol2334","NAA30",122830,"NAA30","ENSG00000139977"
"gene_symbol2335","GNB3",2784,"GNB3","ENSG00000111664"
"gene_symbol2336","NSMCE3",56160,"NSMCE3","ENSG00000185115"
"gene_symbol2337","MIR6786",102465471,"MIR6786","ENSG00000277784"
"gene_symbol2338","PRL",5617,"PRL","ENSG00000172179"
"gene_symbol2339","GRHL2",79977,"GRHL2","ENSG00000083307"
"gene_symbol2340","KANSL1L",151050,"KANSL1L","ENSG00000144445"
"gene_symbol2341","SEC61B",10952,"SEC61B","ENSG00000106803"
"gene_symbol2342","MAGEB5",347541,"MAGEB5","ENSG00000188408"
"gene_symbol2343","AC113348.1",102724657,"MSANTD5","ENSG00000285891"
"gene_symbol2344","LINC01227",101928276,"LINC01227","ENSG00000260737"
"gene_symbol2345","GPHB5",122876,"GPHB5","ENSG00000179600"
"gene_symbol2346","IGFALS",3483,"IGFALS","ENSG00000099769"
"gene_symbol2347","PAK6",56924,"PAK6","ENSG00000137843"
"gene_symbol2348","MIR3648-1",100500862,"MIR3648-1","ENSG00000275708"
"gene_symbol2349","CCND3",896,"CCND3","ENSG00000112576"
"gene_symbol2350","KRTAP4-3",85290,"KRTAP4-3","ENSG00000196156"
"gene_symbol2351","ACOX2",8309,"ACOX2","ENSG00000168306"
"gene_symbol2352","INO80C",125476,"INO80C","ENSG00000153391"
"gene_symbol2353","RNF207",388591,"RNF207","ENSG00000158286"
"gene_symbol2354","GPR50",9248,"GPR50","ENSG00000102195"
"gene_symbol2355","MARK4",57787,"MARK4","ENSG00000007047"
"gene_symbol2356","OR5P2",120065,"OR5P2","ENSG00000183303"
"gene_symbol2357","ATP11B",23200,"ATP11B","ENSG00000058063"
"gene_symbol2358","DNAJB7",150353,"DNAJB7","ENSG00000172404"
"gene_symbol2359","TMEM41B",440026,"TMEM41B","ENSG00000166471"
"gene_symbol2360","ATRAID",51374,"ATRAID","ENSG00000138085"
"gene_symbol2361","PIAS2",9063,"PIAS2","ENSG00000078043"
"gene_symbol2362","APBB3",10307,"APBB3","ENSG00000113108"
"gene_symbol2363","CMTM8",152189,"CMTM8","ENSG00000170293"
"gene_symbol2364","LHX1",3975,"LHX1","ENSG00000273706"
"gene_symbol2365","SNORA48",652965,"SNORA48","ENSG00000209582"
"gene_symbol2366","DNAJC4",3338,"DNAJC4","ENSG00000110011"
"gene_symbol2367","SGO2",151246,"SGO2","ENSG00000163535"
"gene_symbol2368","FBL",2091,"FBL","ENSG00000105202"
"gene_symbol2369","BEAN1-AS1",101927726,"BEAN1-AS1","ENSG00000261656"
"gene_symbol2370","OR56A4",120793,"OR56A4","ENSG00000183389"
"gene_symbol2371","C1orf52",148423,"C1orf52","ENSG00000162642"
"gene_symbol2372","ZNF503-AS2",100131213,"ZNF503-AS2","ENSG00000237149"
"gene_symbol2373","NR2F2",7026,"NR2F2","ENSG00000185551"
"gene_symbol2374","CXorf66",347487,"CXorf66","ENSG00000203933"
"gene_symbol2375","LMTK3",114783,"LMTK3","ENSG00000142235"
"gene_symbol2376","LINC02465",107986313,"LINC02465","ENSG00000249618"
"gene_symbol2377","RHOBTB1",9886,"RHOBTB1","ENSG00000072422"
"gene_symbol2378","SNORA51",677831,"SNORA51","ENSG00000271798"
