"","orig_GS","new_entrenz_id","new_GS","ens_id"
"gene9239","PLEKHJ1","55111","PLEKHJ1","ENSG00000104886"
"gene9240","AMH","268","AMH","ENSG00000104899"
"gene9241","MIR4321","100423031","MIR4321","ENSG00000284272"
"gene9242","JSRP1","126306","JSRP1","ENSG00000167476"
"gene9243","OAZ1","4946","OAZ1","ENSG00000104904"
"gene9244","C19orf35","374872","PEAK3","ENSG00000188305"
"gene9245","LINGO3","645191","LINGO3","ENSG00000220008"
"gene9246","SPPL2B","56928","SPPL2B","ENSG00000005206"
"gene9247","LSM7","51690","LSM7","ENSG00000130332"
"gene9248","TIMM13","26517","TIMM13","ENSG00000099800"
"gene9249","MIR7108","102466806","MIR7108","ENSG00000283728"
"gene9250","LMNB2","84823","LMNB2","ENSG00000176619"
"gene9251","LOC101928602","","",""
"gene9252","GADD45B","4616","GADD45B","ENSG00000099860"
"gene9253","GNG7","2788","GNG7","ENSG00000176533"
"gene9254","DIRAS1","148252","DIRAS1","ENSG00000176490"
"gene9255","SLC39A3","29985","SLC39A3","ENSG00000141873"
"gene9256","SGTA","6449","SGTA","ENSG00000104969"
"gene9257","THOP1","7064","THOP1","ENSG00000172009"
"gene9258","ZNF554","115196","ZNF554","ENSG00000172006"
"gene9259","ZNF555","148254","ZNF555","ENSG00000186300"
"gene9260","ZNF556","80032","ZNF556","ENSG00000172000"
"gene9261","ZNF57","126295","ZNF57","ENSG00000171970"
"gene9262","ZNF77","58492","ZNF77","ENSG00000175691"
"gene9263","TLE6","79816","TLE6","ENSG00000104953"
"gene9264","TLE2","7089","TLE2","ENSG00000065717"
"gene9265","TLE2","7089","TLE2","ENSG00000065717"
"gene9266","TLE2","7089","TLE2","ENSG00000065717"
"gene9267","TLE2","7089","TLE2","ENSG00000065717"
"gene9268","AES","166","TLE5","ENSG00000104964"
"gene9269","AES","166","TLE5","ENSG00000104964"
"gene9270","GNA11","2767","GNA11","ENSG00000088256"
"gene9271","GNA15","2769","GNA15","ENSG00000060558"
"gene9272","LOC100996351","","",""
"gene9273","S1PR4","8698","S1PR4","ENSG00000125910"
"gene9274","NCLN","56926","NCLN","ENSG00000125912"
"gene9275","CELF5","60680","CELF5","ENSG00000161082"
"gene9276","CELF5","60680","CELF5","ENSG00000161082"
"gene9277","CELF5","60680","CELF5","ENSG00000161082"
"gene9278","NFIC","4782","NFIC","ENSG00000141905"
"gene9279","NFIC","4782","NFIC","ENSG00000141905"
"gene9280","SMIM24","284422","SMIM24","ENSG00000095932"
"gene9281","DOHH","83475","DOHH","ENSG00000129932"
"gene9282","FZR1","51343","FZR1","ENSG00000105325"
"gene9283","FZR1","51343","FZR1","ENSG00000105325"
"gene9284","C19orf71","100128569","TEKTIP1","ENSG00000183397"
"gene9285","MFSD12","126321","MFSD12","ENSG00000161091"
"gene9286","HMG20B","10362","HMG20B","ENSG00000064961"
"gene9287","GIPC3","126326","GIPC3","ENSG00000179855"
"gene9288","CACTIN-AS1","404665","CACTIN-AS1","ENSG00000226800"
"gene9289","TBXA2R","6915","TBXA2R","ENSG00000006638"
"gene9290","CACTIN","58509","CACTIN","ENSG00000105298"
"gene9291","TJP3","27134","TJP3","ENSG00000105289"
"gene9292","TJP3","27134","TJP3","ENSG00000105289"
"gene9293","MIR1268A","100302233","MIR1268A","ENSG00000221641"
"gene9294","MRPL54","116541","MRPL54","ENSG00000183617"
"gene9295","APBA3","9546","APBA3","ENSG00000011132"
"gene9296","RAX2","84839","RAX2","ENSG00000173976"
"gene9297","MATK","4145","MATK","ENSG00000007264"
"gene9298","MATK","4145","MATK","ENSG00000007264"
"gene9299","NMRK2","27231","NMRK2","ENSG00000077009"
"gene9300","DAPK3","1613","DAPK3","ENSG00000167657"
"gene9301","SNORD37","26812","SNORD37","ENSG00000206775"
"gene9302","EEF2","1938","EEF2","ENSG00000167658"
"gene9303","PIAS4","51588","PIAS4","ENSG00000105229"
"gene9304","ZBTB7A","51341","ZBTB7A","ENSG00000178951"
"gene9305","ZBTB7A","51341","ZBTB7A","ENSG00000178951"
"gene9306","MAP2K2","5605","MAP2K2","ENSG00000126934"
"gene9307","CREB3L3","84699","CREB3L3","ENSG00000060566"
"gene9308","SIRT6","51548","SIRT6","ENSG00000077463"
"gene9309","ANKRD24","170961","ANKRD24","ENSG00000089847"
"gene9310","SIRT6","51548","SIRT6","ENSG00000077463"
"gene9311","CCDC94","55702","YJU2","ENSG00000105248"
"gene9312","TMIGD2","126259","TMIGD2","ENSG00000167664"
"gene9313","STAP2","55620","STAP2","ENSG00000178078"
"gene9314","MPND","84954","MPND","ENSG00000008382"
"gene9315","SH3GL1","6455","SH3GL1","ENSG00000141985"
"gene9316","SH3GL1","6455","SH3GL1","ENSG00000141985"
"gene9317","CHAF1A","10036","CHAF1A","ENSG00000167670"
"gene9318","MIR4746","100616371","MIR4746","ENSG00000266437"
"gene9319","UBXN6","80700","UBXN6","ENSG00000167671"
"gene9320","UBXN6","80700","UBXN6","ENSG00000167671"
"gene9321","HDGFRP2","84717","HDGFL2","ENSG00000167674"
"gene9322","PLIN4","729359","PLIN4","ENSG00000167676"
"gene9323","PLIN5","440503","PLIN5","ENSG00000214456"
"gene9324","LRG1","116844","LRG1","ENSG00000171236"
"gene9325","SEMA6B","10501","SEMA6B","ENSG00000167680"
"gene9326","TNFAIP8L1","126282","TNFAIP8L1","ENSG00000185361"
"gene9327","TNFAIP8L1","126282","TNFAIP8L1","ENSG00000185361"
"gene9328","MYDGF","56005","MYDGF","ENSG00000074842"
"gene9329","DPP9","91039","DPP9","ENSG00000142002"
"gene9330","MIR7-3","407045","MIR7-3","ENSG00000207630"
"gene9331","FEM1A","55527","FEM1A","ENSG00000141965"
"gene9332","TICAM1","148022","TICAM1","ENSG00000127666"
"gene9333","PLIN3","10226","PLIN3","ENSG00000105355"
"gene9334","UHRF1","29128","UHRF1","ENSG00000276043"
"gene9335","ARRDC5","645432","ARRDC5","ENSG00000205784"
"gene9336","UHRF1","29128","UHRF1","ENSG00000276043"
"gene9337","UHRF1","29128","UHRF1","ENSG00000276043"
"gene9338","UHRF1","29128","UHRF1","ENSG00000276043"
"gene9339","KDM4B","23030","KDM4B","ENSG00000127663"
"gene9340","PTPRS","5802","PTPRS","ENSG00000105426"
"gene9341","ZNRF4","148066","ZNRF4","ENSG00000105428"
"gene9342","TINCR","257000","TINCR","ENSG00000223573"
"gene9343","SAFB","6294","SAFB","ENSG00000160633"
"gene9344","SAFB2","9667","SAFB2","ENSG00000130254"
"gene9345","HSD11B1L","374875","HSD11B1L","ENSG00000167733"
"gene9346","C19orf70","125988","MICOS13","ENSG00000174917"
"gene9347","RPL36","25873","RPL36","ENSG00000130255"
"gene9348","RPL36","25873","RPL36","ENSG00000130255"
"gene9349","CATSPERD","257062","CATSPERD","ENSG00000174898"
"gene9350","LONP1","9361","LONP1","ENSG00000196365"
"gene9351","LONP1","9361","LONP1","ENSG00000196365"
"gene9352","LONP1","9361","LONP1","ENSG00000196365"
"gene9353","PRR22","163154","PRR22","ENSG00000212123"
"gene9354","DUS3L","56931","DUS3L","ENSG00000141994"
"gene9355","NRTN","4902","NRTN","ENSG00000171119"
"gene9356","FUT6","2528","FUT6","ENSG00000156413"
"gene9357","LOC101928844","101928844","LOC101928844","ENSG00000267709"
"gene9358","VMAC","400673","VMAC","ENSG00000187650"
"gene9359","NDUFA11","126328","NDUFA11","ENSG00000174886"
"gene9360","LOC100128568","","",""
"gene9361","RANBP3","8498","RANBP3","ENSG00000031823"
"gene9362","RFX2","5990","RFX2","ENSG00000087903"
"gene9363","MLLT1","4298","MLLT1","ENSG00000130382"
"gene9364","ACER1","125981","ACER1","ENSG00000167769"
"gene9365","ALKBH7","84266","ALKBH7","ENSG00000125652"
"gene9366","PSPN","5623","PSPN","ENSG00000125650"
"gene9367","MIR6790","102465473","MIR6790","ENSG00000273758"
"gene9368","GTF2F1","2962","GTF2F1","ENSG00000125651"
"gene9369","MIR3940","100500888","MIR3940","ENSG00000284159"
"gene9370","KHSRP","8570","KHSRP","ENSG00000088247"
"gene9371","DENND1C","79958","DENND1C","ENSG00000205744"
"gene9372","TUBB4A","10382","TUBB4A","ENSG00000104833"
"gene9373","TNFSF9","8744","TNFSF9","ENSG00000125657"
"gene9374","CD70","970","CD70","ENSG00000125726"
"gene9375","TNFSF14","8740","TNFSF14","ENSG00000125735"
"gene9376","MIR6791","102465474","MIR6791","ENSG00000283950"
"gene9377","GPR108","56927","GPR108","ENSG00000125734"
"gene9378","TRIP10","9322","TRIP10","ENSG00000125733"
"gene9379","SH2D3A","10045","SH2D3A","ENSG00000125731"
"gene9380","ZNF557","79230","ZNF557","ENSG00000130544"
"gene9381","INSR","3643","INSR","ENSG00000171105"
"gene9382","ARHGEF18","23370","ARHGEF18","ENSG00000104880"
"gene9383","ARHGEF18","23370","ARHGEF18","ENSG00000104880"
"gene9384","LOC100128573","","",""
"gene9385","PEX11G","92960","PEX11G","ENSG00000104883"
"gene9386","PEX11G","92960","PEX11G","ENSG00000104883"
"gene9387","ZNF358","140467","ZNF358","ENSG00000198816"
"gene9388","MCOLN1","57192","MCOLN1","ENSG00000090674"
"gene9389","PNPLA6","10908","PNPLA6","ENSG00000032444"
"gene9390","PNPLA6","10908","PNPLA6","ENSG00000032444"
"gene9391","PNPLA6","10908","PNPLA6","ENSG00000032444"
"gene9392","PNPLA6","10908","PNPLA6","ENSG00000032444"
"gene9393","PNPLA6","10908","PNPLA6","ENSG00000032444"
"gene9394","CAMSAP3","57662","CAMSAP3","ENSG00000076826"
"gene9395","MIR6792","102465475","MIR6792","ENSG00000273657"
"gene9396","PET100","100131801","PET100","ENSG00000229833"
"gene9397","XAB2","56949","XAB2","ENSG00000076924"
"gene9398","PCP2","126006","PCP2","ENSG00000174788"
"gene9399","STXBP2","6813","STXBP2","ENSG00000076944"
"gene9400","RETN","56729","RETN","ENSG00000104918"
"gene9401","MCEMP1","199675","MCEMP1","ENSG00000183019"
"gene9402","TRAPPC5","126003","TRAPPC5","ENSG00000181029"
"gene9403","FCER2","2208","FCER2","ENSG00000104921"
"gene9404","CLEC4G","339390","CLEC4G","ENSG00000182566"
"gene9405","CLEC4GP1","440508","CLEC4GP1",""
"gene9406","EVI5L","115704","EVI5L","ENSG00000142459"
"gene9407","PRR36","80164","PRR36","ENSG00000183248"
"gene9408","LRRC8E","80131","LRRC8E","ENSG00000171017"
"gene9409","MAP2K7","5609","MAP2K7","ENSG00000076984"
"gene9410","TGFBR3L","100507588","TGFBR3L","ENSG00000260001"
"gene9411","SNAPC2","6618","SNAPC2","ENSG00000104976"
"gene9412","SNAPC2","6618","SNAPC2","ENSG00000104976"
"gene9413","CTXN1","404217","CTXN1","ENSG00000178531"
"gene9414","TIMM44","10469","TIMM44","ENSG00000104980"
"gene9415","ELAVL1","1994","ELAVL1","ENSG00000066044"
"gene9416","CCL25","6370","CCL25","ENSG00000131142"
"gene9417","FBN3","84467","FBN3","ENSG00000142449"
"gene9418","FBN3","84467","FBN3","ENSG00000142449"
"gene9419","CERS4","79603","CERS4","ENSG00000090661"
"gene9420","CD320","51293","CD320","ENSG00000167775"
"gene9421","RPS28","6234","RPS28","ENSG00000233927"
"gene9422","NDUFA7","4701","NDUFA7","ENSG00000267855"
"gene9423","KANK3","256949","KANK3","ENSG00000186994"
"gene9424","ANGPTL4","51129","ANGPTL4","ENSG00000167772"
"gene9425","RAB11B","9230","RAB11B","ENSG00000185236"
"gene9426","MIR4999","100847049","MIR4999","ENSG00000265390"
"gene9427","RAB11B-AS1","100507567","RAB11B-AS1","ENSG00000269386"
"gene9428","MARCH2","51257","MARCHF2","ENSG00000099785"
"gene9429","HNRNPM","4670","HNRNPM","ENSG00000099783"
"gene9430","HNRNPM","4670","HNRNPM","ENSG00000099783"
"gene9431","PRAM1","84106","PRAM1","ENSG00000133246"
"gene9432","ZNF414","84330","ZNF414","ENSG00000133250"
"gene9433","MYO1F","4542","MYO1F","ENSG00000142347"
"gene9434","ADAMTS10","81794","ADAMTS10","ENSG00000142303"
"gene9435","ADAMTS10","81794","ADAMTS10","ENSG00000142303"
"gene9436","OR2Z1","284383","OR2Z1","ENSG00000181733"
"gene9437","ZNF558","148156","ZNF558","ENSG00000167785"
"gene9438","ZNF558","148156","ZNF558","ENSG00000167785"
"gene9439","ZNF699","374879","ZNF699","ENSG00000196110"
"gene9440","ZNF559","84527","ZNF559","ENSG00000188321"
"gene9441","ZNF559","84527","ZNF559","ENSG00000188321"
"gene9442","ZNF559-ZNF177","100529215","ZNF559-ZNF177","ENSG00000270011"
"gene9443","ZNF559-ZNF177","100529215","ZNF559-ZNF177","ENSG00000270011"
"gene9444","ZNF177","7730","ZNF177","ENSG00000188629"
"gene9445","ZNF266","10781","ZNF266","ENSG00000174652"
"gene9446","LOC101928238","","",""
"gene9447","ZNF121","7675","ZNF121","ENSG00000197961"
"gene9448","ZNF561-AS1","284385","ZNF561-AS1","ENSG00000267106"
"gene9449","ZNF561","93134","ZNF561","ENSG00000171469"
"gene9450","ZNF562","54811","ZNF562","ENSG00000171466"
"gene9451","ZNF846","162993","ZNF846","ENSG00000196605"
"gene9452","FBXL12","54850","FBXL12","ENSG00000127452"
"gene9453","UBL5","59286","UBL5","ENSG00000198258"
"gene9454","UBL5","59286","UBL5","ENSG00000198258"
"gene9455","PIN1","5300","PIN1","ENSG00000127445"
"gene9456","OLFM2","93145","OLFM2","ENSG00000105088"
"gene9457","OLFM2","93145","OLFM2","ENSG00000105088"
"gene9458","MIR5589","100847093","MIR5589","ENSG00000266204"
"gene9459","C19orf66","55337","SHFL","ENSG00000130813"
"gene9460","PPAN-P2RY11","692312","PPAN-P2RY11","ENSG00000243207"
"gene9461","PPAN","56342","PPAN","ENSG00000130810"
"gene9462","SNORD105","692229","SNORD105","ENSG00000209645"
"gene9463","P2RY11","5032","P2RY11","ENSG00000244165"
"gene9464","DNMT1","1786","DNMT1","ENSG00000130816"
"gene9465","S1PR2","9294","S1PR2","ENSG00000267534"
"gene9466","MRPL4","51073","MRPL4","ENSG00000105364"
"gene9467","ICAM1","3383","ICAM1","ENSG00000090339"
"gene9468","ICAM4","3386","ICAM4","ENSG00000105371"
"gene9469","ICAM5","7087","ICAM5","ENSG00000105376"
"gene9470","ZGLP1","100125288","ZGLP1","ENSG00000220201"
"gene9471","FDX1L","112812","FDX2","ENSG00000267673"
"gene9472","RAVER1","125950","RAVER1","ENSG00000161847"
"gene9473","TYK2","7297","TYK2","ENSG00000105397"
"gene9474","MIR1181","100302213","MIR1181","ENSG00000284268"
"gene9475","CDC37","11140","CDC37","ENSG00000105401"
"gene9476","PDE4A","5141","PDE4A","ENSG00000065989"
"gene9477","PDE4A","5141","PDE4A","ENSG00000065989"
"gene9478","PDE4A","5141","PDE4A","ENSG00000065989"
"gene9479","PDE4A","5141","PDE4A","ENSG00000065989"
"gene9480","KEAP1","9817","KEAP1","ENSG00000079999"
"gene9481","KEAP1","9817","KEAP1","ENSG00000079999"
"gene9482","S1PR5","53637","S1PR5","ENSG00000180739"
"gene9483","S1PR5","53637","S1PR5","ENSG00000180739"
"gene9484","ATG4D","84971","ATG4D","ENSG00000130734"
"gene9485","KRI1","65095","KRI1","ENSG00000129347"
"gene9486","CDKN2D","1032","CDKN2D","ENSG00000129355"
"gene9487","CDKN2D","1032","CDKN2D","ENSG00000129355"
"gene9488","AP1M2","10053","AP1M2","ENSG00000129354"
"gene9489","SLC44A2","57153","SLC44A2","ENSG00000129353"
"gene9490","SLC44A2","57153","SLC44A2","ENSG00000129353"
"gene9491","ILF3","3609","ILF3","ENSG00000129351"
"gene9492","ILF3-AS1","147727","ILF3-DT","ENSG00000267100"
"gene9493","QTRT1","81890","QTRT1","ENSG00000213339"
"gene9494","MIR638","693223","MIR638","ENSG00000207972"
"gene9495","MIR4748","100616425","MIR4748","ENSG00000265879"
"gene9496","MIR199A1","406976","MIR199A1","ENSG00000207752"
"gene9497","TMED1","11018","TMED1","ENSG00000099203"
"gene9498","CARM1","10498","CARM1","ENSG00000142453"
"gene9499","C19orf52","90580","TIMM29","ENSG00000142444"
"gene9500","YIPF2","78992","YIPF2","ENSG00000130733"
"gene9501","YIPF2","78992","YIPF2","ENSG00000130733"
"gene9502","SMARCA4","6597","SMARCA4","ENSG00000127616"
"gene9503","SMARCA4","6597","SMARCA4","ENSG00000127616"
"gene9504","LDLR","3949","LDLR","ENSG00000130164"
"gene9505","KANK2","25959","KANK2","ENSG00000197256"
"gene9506","KANK2","25959","KANK2","ENSG00000197256"
"gene9507","LOC105372273","105372273","LOC105372273","ENSG00000267082"
"gene9508","ANGPTL8","55908","ANGPTL8","ENSG00000130173"
"gene9509","DOCK6","57572","DOCK6","ENSG00000130158"
"gene9510","RAB3D","9545","RAB3D","ENSG00000105514"
"gene9511","CCDC159","126075","CCDC159","ENSG00000183401"
"gene9512","TMEM205","374882","TMEM205","ENSG00000105518"
"gene9513","PLPPR2","64748","PLPPR2","ENSG00000105520"
"gene9514","EPOR","2057","EPOR","ENSG00000187266"
"gene9515","RGL3","57139","RGL3","ENSG00000205517"
"gene9516","PRKCSH","5589","PRKCSH","ENSG00000130175"
"gene9517","PRKCSH","5589","PRKCSH","ENSG00000130175"
"gene9518","CCDC151","115948","ODAD3","ENSG00000198003"
"gene9519","CCDC151","115948","ODAD3","ENSG00000198003"
"gene9520","ELAVL3","1995","ELAVL3","ENSG00000196361"
"gene9521","ZNF653","115950","ZNF653","ENSG00000161914"
"gene9522","ECSIT","51295","ECSIT","ENSG00000130159"
"gene9523","ECSIT","51295","ECSIT","ENSG00000130159"
"gene9524","CNN1","1264","CNN1","ENSG00000130176"
"gene9525","ELOF1","84337","ELOF1","ENSG00000130165"
"gene9526","ACP5","54","ACP5","ENSG00000102575"
"gene9527","ACP5","54","ACP5","ENSG00000102575"
"gene9528","ACP5","54","ACP5","ENSG00000102575"
"gene9529","ACP5","54","ACP5","ENSG00000102575"
"gene9530","ZNF627","199692","ZNF627","ENSG00000198551"
"gene9531","ZNF823","55552","ZNF823","ENSG00000197933"
"gene9532","ZNF441","126068","ZNF441","ENSG00000197044"
"gene9533","ZNF491","126069","ZNF491","ENSG00000177599"
"gene9534","ZNF440","126070","ZNF440","ENSG00000171295"
"gene9535","ZNF700","90592","ZNF700","ENSG00000196757"
"gene9536","ZNF763","284390","ZNF763","ENSG00000197054"
"gene9537","LOC101928464","","",""
"gene9538","ZNF433","163059","ZNF433","ENSG00000197647"
"gene9539","ZNF844","284391","ZNF844","ENSG00000223547"
"gene9540","ZNF788","388507","ZNF788P",""
"gene9541","ZNF20","7568","ZNF20","ENSG00000132010"
"gene9542","ZNF625-ZNF20","100529855","ZNF625-ZNF20",""
"gene9543","ZNF625","90589","ZNF625","ENSG00000257591"
"gene9544","ZNF136","7695","ZNF136","ENSG00000196646"
"gene9545","LOC100289333","100289333","LOC100289333",""
"gene9546","ZNF44","51710","ZNF44","ENSG00000197857"
"gene9547","ZNF442","79973","ZNF442","ENSG00000198342"
"gene9548","ZNF799","90576","ZNF799","ENSG00000196466"
"gene9549","ZNF443","10224","ZNF443","ENSG00000180855"
"gene9550","ZNF709","163051","ZNF709","ENSG00000242852"
"gene9551","ZNF564","163050","ZNF564","ENSG00000249709"
"gene9552","ZNF791","163049","ZNF791","ENSG00000173875"
"gene9553","ZNF490","57474","ZNF490","ENSG00000188033"
"gene9554","WDR83","84292","WDR83","ENSG00000123154"
"gene9555","MAN2B1","4125","MAN2B1","ENSG00000104774"
"gene9556","WDR83","84292","WDR83","ENSG00000123154"
"gene9557","WDR83OS","51398","WDR83OS","ENSG00000105583"
"gene9558","DHPS","1725","DHPS","ENSG00000095059"
"gene9559","DHPS","1725","DHPS","ENSG00000095059"
"gene9560","SNORD135","106633804","SNORD135",""
"gene9561","SNORD41","26810","SNORD41","ENSG00000209702"
"gene9562","TNPO2","30000","TNPO2","ENSG00000105576"
"gene9563","TNPO2","30000","TNPO2","ENSG00000105576"
"gene9564","TNPO2","30000","TNPO2","ENSG00000105576"
"gene9565","ASNA1","439","GET3","ENSG00000198356"
"gene9566","BEST2","54831","BEST2","ENSG00000039987"
"gene9567","HOOK2","29911","HOOK2","ENSG00000095066"
"gene9568","MIR5684","100847071","MIR5684","ENSG00000263800"
"gene9569","JUNB","3726","JUNB","ENSG00000171223"
"gene9570","PRDX2","7001","PRDX2","ENSG00000167815"
"gene9571","RNASEH2A","10535","RNASEH2A","ENSG00000104889"
"gene9572","RTBDN","83546","RTBDN","ENSG00000132026"
"gene9573","RTBDN","83546","RTBDN","ENSG00000132026"
"gene9574","MAST1","22983","MAST1","ENSG00000105613"
"gene9575","MIR6794","102466196","MIR6794","ENSG00000276181"
"gene9576","DNASE2","1777","DNASE2","ENSG00000105612"
"gene9577","GCDH","2639","GCDH","ENSG00000105607"
"gene9578","SYCE2","256126","SYCE2","ENSG00000161860"
"gene9579","CALR","811","CALR","ENSG00000179218"
"gene9580","MIR6515","102466659","MIR6515","ENSG00000274417"
"gene9581","RAD23A","5886","RAD23A","ENSG00000179262"
"gene9582","GADD45GIP1","90480","GADD45GIP1","ENSG00000179271"
"gene9583","NFIX","4784","NFIX","ENSG00000008441"
"gene9584","NFIX","4784","NFIX","ENSG00000008441"
"gene9585","NFIX","4784","NFIX","ENSG00000008441"
"gene9586","LYL1","4066","LYL1","ENSG00000104903"
"gene9587","TRMT1","55621","TRMT1","ENSG00000104907"
"gene9588","TRMT1","55621","TRMT1","ENSG00000104907"
"gene9589","NACC1","112939","NACC1","ENSG00000160877"
"gene9590","IER2","9592","IER2","ENSG00000160888"
"gene9591","STX10","8677","STX10","ENSG00000104915"
"gene9592","CACNA1A","773","CACNA1A","ENSG00000141837"
"gene9593","CCDC130","81576","YJU2B","ENSG00000104957"
"gene9594","CCDC130","81576","YJU2B","ENSG00000104957"
"gene9595","C19orf53","28974","C19orf53","ENSG00000104979"
"gene9596","ZSWIM4","65249","ZSWIM4","ENSG00000132003"
"gene9597","LOC284454","","",""
"gene9598","MIR24-2","407013","MIR24-2","ENSG00000284387"
"gene9599","MIR27A","407018","MIR27A","ENSG00000207808"
"gene9600","MIR23A","407010","MIR23A","ENSG00000207980"
"gene9601","MIR181C","406957","MIR181C","ENSG00000207613"
"gene9602","MIR181D","574457","MIR181D","ENSG00000207585"
"gene9603","CC2D1A","54862","CC2D1A","ENSG00000132024"
"gene9604","C19orf57","79173","BRME1","ENSG00000132016"
"gene9605","PODNL1","79883","PODNL1","ENSG00000132000"
"gene9606","DCAF15","90379","DCAF15","ENSG00000132017"
"gene9607","PODNL1","79883","PODNL1","ENSG00000132000"
"gene9608","RFX1","5989","RFX1","ENSG00000132005"
"gene9609","IL27RA","9466","IL27RA","ENSG00000104998"
"gene9610","MISP3","113230","MISP3","ENSG00000141854"
"gene9611","MIR1199","102466515","MIR1199","ENSG00000284081"
"gene9612","C19orf67","646457","C19orf67","ENSG00000188032"
"gene9613","SAMD1","90378","SAMD1","ENSG00000141858"
"gene9614","PRKACA","5566","PRKACA","ENSG00000072062"
"gene9615","LOC100507373","","",""
"gene9616","ASF1B","55723","ASF1B","ENSG00000105011"
"gene9617","ADGRL1","22859","ADGRL1","ENSG00000072071"
"gene9618","LOC101928845","","",""
"gene9619","ADGRE5","976","ADGRE5","ENSG00000123146"
"gene9620","DDX39A","10212","DDX39A","ENSG00000123136"
