,gene_symbol,entrenz_id
5696,MYBL1,4603
5697,IMPA2,3613
5698,MRM1,79922
5699,CD79B,974
5700,RBPJL,11317
5701,MIR568,693153
5702,CCDC28A-AS1,100507462
5703,GMFG,9535
5704,SLC16A5,9121
5705,LINC01717,105372893
5706,ANKMY2,57037
5707,PPT2,9374
5708,TMEM265,100862671
5709,C10orf55,414236
5710,DCUN1D2,55208
5711,DARS2,55157
5712,SHOX,6473
5713,CCDC151,115948
5714,NXF5,55998
5715,WASH9P,102723897
5716,CCPG1,9236
5717,GAGE12F,2574
5718,ZNF589,51385
5719,HYOU1,10525
5720,TEX30,93081
5721,MTNR1A,4543
5722,GAL3ST3,89792
5723,NPC1,4864
5724,C17orf97,400566
5725,ZNF268,10795
5726,FAM43A,131583
5727,SLC30A10,55532
5728,TRPA1,8989
5729,TEMN3-AS1,105377573
5730,TRAPPC2L,51693
5731,ERN1,2081
5732,PWWP2B,170394
5733,HRG,3273
5734,LUARIS,100506895
5735,COL4A6,1288
5736,FXYD6,53826
5737,TCAM1P,146771
5738,AOC3,8639
5739,CDC73,79577
5740,CLCC1,23155
5741,C11orf97,643037
5742,CDC42EP1,11135
5743,FAF1,11124
5744,MIR6125,102465133
5745,CPA2,1358
5746,PCDHGA3,56112
5747,LMCD1-AS1,101927394
5748,VAV3-AS1,100873946
5749,BLOC1S6,26258
5750,PRR15,222171
5751,SLC10A7,84068
5752,TAS2R60,338398
5753,ARPIN-AP3S2,100526783
5754,TEX49,255411
5755,HMGXB4,10042
5756,PIK3CA,5290
5757,KRBOX4,55634
5758,IZUMO1R,390243
5759,CPLX4,339302
5760,ZNF582-AS1,386758
5761,ARGLU1,55082
5762,SERPINA4,5267
5763,CNTNAP3,79937
5764,WSB1,26118
5765,RNVU1-17,101954269
5766,SNORA48B,109616969
5767,PIWIL3,440822
5768,ACSS1,84532
5769,MARCO,8685
5770,NUDT17,200035
5771,MKRN1,23608
5772,MIR514A2,574517
5773,MINDY4B,646951
5774,GNB1L,54584
5775,CORO1A,11151
5776,MIR556,693141
5777,LINC02237,105375706
5778,LSINCT5,101234261
5779,SPATA5,166378
5780,CHD8,57680
5781,ZFHX3,463
5782,HNRNPDL,9987
5783,P2RX6,9127
5784,CCDC83,220047
5785,OR4K3,283617
5786,SFMBT2,57713
5787,PBX4,80714
5788,LCE1E,353135
5789,PEX13,5194
5790,LINC00921,283876
5791,PANX1,24145
5792,RNU1-2,26870
5793,SLITRK2,84631
5794,MIR4495,100616287
5795,ALG13,79868
5796,C1orf127,148345
5797,ADIPOR2,79602
5798,PDIA4,9601
5799,MIR616,693201
5800,FUT1,2523
5801,NPL,80896
5802,ADAM18,8749
5803,ADD3,120
5804,TMEM248,55069
5805,UBE2N,7334
5806,PMF1-BGLAP,100527963
5807,ITFG2,55846
5808,NUDT14,256281
5809,PRTFDC1,56952
5810,SUPT3H,8464
5811,TFB1M,51106
5812,AC005358.1,100128006
5813,CIP2A,57650
5814,REG4,83998
5815,AC008567.3,105372268
5816,MIR7156,102466995
5817,C11orf91,100131378
5818,SPDYE17,102723849
5819,TRIM68,55128
5820,LRP4-AS1,100507401
5821,SYNM,23336
5822,TPM3,7170
5823,FGF6,2251
5824,MIR5681B,100847091
5825,H3C13,653604
5826,NREP-AS1,100873948
5827,GABRB3,2562
5828,MEGF8,1954
5829,MIR6770-1,102465461
5830,MCOLN1,57192
5831,BLCAP,10904
5832,ENG,2022
5833,CNNM3-DT,100506036
5834,PPP1R3F,89801
5835,INHBE,83729
5836,SOS1,6654
5837,LINC01929,101927229
5838,RPN2,6185
5839,MIR4496,100616240
5840,DHRS4-AS1,55449
5841,FAM120C,54954
5842,LAMTOR3,8649
5843,LINC01381,106144568
5844,ARHGAP44,9912
5845,BTN2A3P,54718
5846,AP002748.4,101928069
5847,IQCE,23288
5848,AC007598.2,101927227
5849,H1-3,3007
5850,ATP2C1,27032
5851,ARHGEF26-AS1,100507524
5852,CACHD1,57685
5853,WNT1,7471
5854,KMT2B,9757
5855,ACOXL-AS1,400997
5856,ZNF184,7738
5857,LINC01647,101929181
5858,KTI12,112970
5859,CLUHP3,100132341
5860,LINC00501,100820709
5861,SH2D3C,10044
5862,MT-CO3,4514
5863,TGFBI,7045
5864,LINC02693,339263
5865,EZHIP,340602
5866,MKRN3,7681
5867,B4GALT7,11285
5868,GCNT2,2651
5869,TBC1D10A,83874
5870,SCUBE1-AS1,101927447
5871,FAM104A,84923
5872,RGS18,64407
5873,SGPP1,81537
5874,MIR3973,100616311
5875,LRP8,7804
5876,ZC2HC1B,153918
5877,SNCA,6622
5878,MFSD12,126321
5879,MIR4324,100422979
5880,TFF2,7032
5881,RNY3,6085
5882,TAF3,83860
5883,OBI1,79596
5884,CCDC150,284992
5885,MAGEA11,4110
5886,GTF3A,2971
5887,HSPA14,51182
5888,LINC00853,100874253
5889,STXBP6,29091
5890,ZMAT3,64393
5891,IDS,3423
5892,SCN7A,6332
5893,MIR4755,100616434
5894,SPATA17,128153
5895,SCRG1,11341
5896,MIR663AHG,284801
5897,AC141424.1,105371430
5898,KCNQ4,9132
5899,UNK,85451
5900,SYNE1,23345
5901,SNORD53B,109617012
5902,LNX1-AS1,100873939
5903,KRTAP19-1,337882
5904,MIR1296,100302150
5905,PAXX,286257
5906,NELFB,25920
5907,THAP10,56906
5908,RPP25,54913
5909,MIR520E,574461
5910,LINC01347,731275
5911,LINC00354,101928616
5912,IGIP,492311
5913,MIR6887,102466205
5914,HSD17B14,51171
5915,RASSF2,9770
5916,AC011095.1,339298
5917,C6orf62,81688
5918,GOLGA2P5,55592
5919,WDR43,23160
5920,TMSB10,9168
5921,MIR3147,100422939
5922,AKNA,80709
5923,SNHG29,125144
5924,GJB7,375519
5925,MED21,9412
5926,ZNRF1,84937
5927,MIR7109,102465666
5928,AC034243.1,105379194
5929,KLHL32,114792
5930,TAF1A,9015
5931,GP2,2813
5932,C3orf49,132200
5933,SNORA9,677798
5934,FHOD3,80206
5935,RNPEP,6051
5936,TOMM20L,387990
5937,DDX58,23586
5938,DUSP28,285193
5939,ZNF79,7633
5940,LINC00242,401288
5941,MIR4722,100616167
5942,GSDMA,284110
5943,NAT8,9027
5944,DDC-AS1,100129427
5945,HS6ST3,266722
5946,ANAPC15,25906
5947,WIF1,11197
5948,TMEM217,221468
5949,AMOT,154796
5950,PITX2,5308
5951,PMM2,5373
5952,ARMC6,93436
5953,LINC00847,729678
5954,MIR10B,406903
5955,ITPR3,3710
5956,ZNF331,55422
5957,BBS9,27241
5958,MAL2-AS1,105375726
5959,HEXA-AS1,80072
5960,KRTAP19-7,337974
5961,YWHAEP7,284100
5962,MMP28,79148
5963,AC005759.1,102725254
5964,POLD2,5425
5965,MYG1,60314
5966,RAP1GAP,5909
5967,PRSS57,400668
5968,FAR1,84188
5969,TAF9,6880
5970,AGRP,181
5971,NFASC,23114
5972,CCDC38,120935
5973,FAM120B,84498
5974,MAP3K6,9064
5975,ETFBKMT,254013
5976,LINC00896,150197
5977,TMEM273,170371
5978,DR1,1810
5979,OSGIN2,734
5980,MIR506,574511
5981,ABCB11,8647
5982,LEKR1,389170
5983,LINC02702,101929011
5984,SYT14,255928
5985,CABP4,57010
5986,C16orf82,162083
5987,RAD51D,5892
5988,AC044810.2,283299
5989,TBC1D8B,54885
5990,GRIP2,80852
5991,LINC02120,340113
5992,GTF3C1,2975
5993,IZUMO1,284359
5994,AP1M1,8907
5995,TNFAIP8L3,388121
5996,STPG3-AS1,100129722
5997,PTPA,5524
5998,LINC01743,255654
5999,EFNB1,1947
6000,NCOR2,9612
6001,RNU1-1,26871
6002,CPM,1368
6003,SNORA81,677847
6004,LRAT,9227
6005,LINC02759,103312105
6006,MIR26A2,407016
6007,MIR125A,406910
6008,MIR509-2,100126301
6009,PTPRVP,148713
6010,GPR148,344561
6011,IFNA16,3449
6012,GGA2,23062
6013,LNCARSR,102723932
6014,ECE2,9718
6015,PGA3,643834
6016,RABEPK,10244
6017,CEND1,51286
6018,TLK2,11011
6019,LINC00309,150992
6020,GRM3,2913
6021,MBP,4155
6022,SLC25A21,89874
6023,SLC4A11,83959
6024,GIMAP8,155038
6025,ABI2,10152
6026,SNORD43,26807
6027,UBAC1,10422
6028,LINC00581,100874531
6029,LSR,51599
6030,PPIA,5478
6031,LIME1,54923
6032,TTC39C,125488
6033,E2F5,1875
6034,HSPA4L,22824
6035,TDRD7,23424
6036,CUTC,51076
6037,SERINC1,57515
6038,PRELID3A,10650
6039,VPS52,6293
6040,ITGA2,3673
6041,CSMD2,114784
6042,APH1B,83464
6043,SSBP2,23635
6044,RBM12B,389677
6045,H2AB3,83740
6046,ACAP1,9744
6047,CKS1B,1163
6048,CCDC43,124808
6049,MIR4707,100616424
6050,CYP1A2,1544
6051,STX16,8675
6052,MYH3,4621
6053,CDH24,64403
6054,AEN,64782
6055,SMAD5,4090
6056,RMND5A,64795
6057,SLC7A8,23428
6058,EMSY,56946
6059,POU2AF1,5450
6060,ETV7,51513
6061,PAPLN,89932
6062,NR5A2,2494
6063,TMEM161B-AS1,100505894
6064,SNORA11B,100124539
6065,RTN4,57142
6066,IFNGR2,3460
6067,LINC02408,100507175
6068,SNED1,25992
6069,ANXA9,8416
6070,LINC02333,103191607
6071,GRAMD4,23151
6072,MIB2,142678
6073,PXDNL,137902
6074,BPNT2,54928
6075,COQ8A,56997
6076,NMNAT2,23057
6077,PLEKHG4,25894
6078,CCDC137,339230
6079,LINC02033,105377031
6080,AC106865.1,100419170
6081,ATP5MC2,517
6082,GDAP1L1,78997
6083,CFAP298-TCP10L,110091775
6084,MIR650,723778
6085,PCDHB7,56129
6086,TUBB2A,7280
6087,GML,2765
6088,TTC7B,145567
6089,GLI1,2735
6090,PGF,5228
6091,LINC02326,105370425
6092,CENPV,201161
6093,SRF,6722
6094,KLK3,354
6095,SH3BGRL,6451
6096,AL158835.1,283038
6097,MT1B,4490
6098,ADAMTS9,56999
6099,LZTFL1,54585
6100,SFTPD,6441
6101,KLF1,10661
6102,DCBLD2,131566
6103,ZCCHC8,55596
6104,SLC26A7,115111
6105,RASSF10,644943
6106,GLIPR2,152007
6107,ZHX1-C8orf76,100533106
6108,LINC01410,103352539
6109,LINC01180,101927017
6110,LINC01270,284751
6111,CADM3,57863
6112,MTMR2,8898
6113,GZMK,3003
6114,MAN2C1,4123
6115,GIP,2695
6116,CD3E,916
6117,ABHD17C,58489
6118,SOX18,54345
6119,C11orf72,100505621
6120,LRRC49,54839
6121,TRARG1,286753
6122,C8orf37,157657
6123,MIR4790,100616334
6124,HSPA1B,3304
6125,SNORD24,26820
6126,F8,2157
6127,ZNF350,59348
6128,KIF13B,23303
6129,PCED1B-AS1,100233209
6130,OR6X1,390260
6131,FAM89B,23625
6132,SMIM22,440335
6133,PARPBP,55010
6134,PROB1,389333
6135,MIR3945,100500818
6136,FCHSD1,89848
6137,OSR1,130497
6138,TARBP2,6895
6139,NSUN2,54888
6140,BGN,633
6141,MIR4739,100616170
6142,ARMC10,83787
6143,TGFB2-AS1,728463
6144,B3GALT5,10317
6145,CCBE1,147372
6146,NRSN2,80023
6147,LYZL6,57151
6148,RABAC1,10567
6149,PMVK,10654
6150,GALNT7,51809
6151,MIR6855,102466750
6152,PABPN1L,390748
6153,ALX3,257
6154,ZBTB14,7541
6155,DYNC1H1,1778
6156,ZNF391,346157
6157,MRPS35,60488
6158,STON1-GTF2A1L,286749
6159,GRM8,2918
6160,ELFN1,392617
6161,ARL1,400
6162,KRT33B,3884
6163,RIMKLB,57494
6164,MIR6800,102465480
6165,HECTD1,25831
6166,DPH2,1802
6167,NENF,29937
6168,GNAT3,346562
6169,ADGRF1,266977
6170,FAM83C,128876
6171,CGRRF1,10668
6172,MYO10,4651
6173,LINC02289,102724190
6174,BRPF1,7862
6175,PPP4R3A,55671
6176,OR5I1,10798
6177,RAB6C,84084
6178,ZNF224,7767
6179,BCYRN1,618
6180,SGSH,6448
6181,WFS1,7466
6182,FADS1,3992
6183,TMEM216,51259
6184,PIN1,5300
6185,INPP4A,3631
6186,USP20,10868
6187,CYP2D7,1564
6188,CADM2-AS2,100874037
6189,AL353753.1,100506422
6190,POLR2J2,246721
6191,CD300LB,124599
6192,EBPL,84650
6193,STT3B,201595
6194,LINC01805,105374774
6195,MAPK13,5603
6196,ABCB10,23456
6197,POLR3E,55718
6198,CDHR1,92211
6199,PTPRR,5801
6200,SMPDL3A,10924
6201,FAM174B,400451
6202,MIR1264,100302251
6203,AC010643.1,101928295
6204,IQSEC2,23096
6205,GNB5,10681
6206,POU5F2,134187
6207,AC236972.3,105373373
6208,LINC01894,105372030
6209,CALHM4,221301
6210,RAB29,8934
6211,ZNF724,440519
6212,PLEKHG4B,153478
6213,SNORD95,619570
6214,CCDC103,388389
6215,EHHADH-AS1,339926
6216,GNGT1,2792
6217,BROX,148362
6218,RBM5-AS1,100775107
6219,AC002463.1,101928012
6220,DTD2,112487
6221,DGCR8,54487
6222,AC009365.2,100506937
6223,PRR14L,253143
6224,KBTBD12,166348
6225,WNT3,7473
6226,LY6G6D,58530
6227,HBM,3042
6228,ARHGAP11A,9824
6229,NPTX2,4885
6230,POLR2K,5440
6231,USP42,84132
6232,MRGBP,55257
6233,GTPBP2,54676
6234,CDK8,1024
6235,NTMT1,28989
6236,AC008105.3,339192
6237,BMP5,653
6238,SMIM10L1,100129361
6239,MIR758,768212
6240,DHCR24,1718
6241,SLIT1-AS1,100505540
6242,EPS8,2059
6243,LINC01957,101927059
6244,TMEM225,338661
6245,UBE2L5,171222
6246,FAM216B,144809
6247,NSUN3,63899
6248,FN1,2335
6249,NDUFS2,4720
6250,DLGAP4-AS1,101926987
6251,PFDN6,10471
6252,BTBD11,121551
6253,AC011944.1,100129540
6254,MIR635,693220
6255,MIR6508,102466972
6256,FDCSP,260436
6257,VXN,254778
6258,JUP,3728
6259,LINC01495,102723378
6260,ATP4B,496
6261,RAB15,376267
6262,ZNF774,342132
6263,NOSTRIN,115677
6264,UCHL1-AS1,101410542
6265,AMIGO2,347902
6266,PDCL3,79031
6267,LENEP,55891
6268,TCL1B,9623
6269,MYEOV,26579
6270,G3BP1,10146
6271,ZNF99,7652
6272,ABCA4,24
6273,LINC01221,104266961
6274,DOK2,9046
6275,VCAN,1462
6276,PEBP4,157310
6277,MRGPRX2,117194
6278,COG5,10466
6279,MERTK,10461
6280,SNORD115-39,100033813
6281,THEMIS,387357
6282,MIR552,693137
6283,BNIP2,663
6284,ITGAX,3687
6285,RGS17,26575
6286,DCP1A,55802
6287,PPY,5539
6288,LCOR,84458
6289,USP35,57558
6290,SLPI,6590
6291,ZNF502,91392
6292,ROCK1P1,727758
6293,SPATA8-AS1,100652749
6294,SPRY4-AS1,101926941
6295,GPRC5A,9052
6296,CLDND1,56650
6297,MBD1,4152
6298,ACSM2A,123876
6299,C1orf216,127703
6300,N4BP1,9683
6301,TTC9,23508
6302,GIT2,9815
6303,EEF1AKMT1,221143
6304,HIF3A,64344
6305,OR4E1,26687
6306,OSMR-AS1,101926904
6307,LINC01978,101928738
6308,LINC00656,200261
6309,PLXNC1,10154
6310,PTGDR2,11251
6311,CHI3L1,1116
6312,RPL23A,6147
6313,STK4-AS1,100505826
6314,OR1L8,138881
6315,ANAPC16,119504
6316,COX6A2,1339
6317,DDX10,1662
6318,PCARE,388939
6319,MIR651,723779
6320,SUDS3,64426
6321,NPIPB3,23117
6322,CDCA8,55143
6323,MAFG-DT,92659
6324,N4BP2L1,90634
6325,USH2A-AS2,102723833
6326,GRIA3,2892
6327,EXOSC7,23016
6328,OR4S2,219431
6329,ARHGEF26,26084
6330,ZAN,7455
6331,BRAF,673
6332,AGAP1-IT1,100506749
6333,MIR548Y,100500919
6334,STMN3,50861
6335,C19orf81,342918
6336,DISP3,57540
6337,SRSF8,10929
6338,TXNL1,9352
6339,SNORA50D,109616958
6340,ITGAD,3681
6341,TUSC2,11334
6342,ADCY10,55811
6343,POLN,353497
6344,NAT10,55226
6345,GINS2,51659
6346,HEATR9,256957
6347,ZFP36L1,677
6348,SOX21-AS1,100507533
6349,MIR4751,100616483
6350,PPP1R32,220004
6351,IFIT1B,439996
6352,GALNT6,11226
6353,PFDN5,5204
6354,CEACAM7,1087
6355,OSBPL10,114884
6356,SZT2-AS1,100873952
6357,CALHM2,51063
6358,PRELID1,27166
6359,PRCC,5546
6360,FGFR4,2264
6361,SNORD115-2,100033437
6362,TTC7A,57217
6363,PDCD6,10016
6364,TP53TG3,24150
6365,WDR75,84128
6366,KCNAB1,7881
6367,MIR6838,102465504
6368,POTEG,404785
6369,MIR637,693222
6370,LINC00707,100507127
6371,LINC02145,401172
6372,AL008729.1,100130357
6373,ZNF677,342926
6374,MIR3156-1,100422988
6375,MIR6740,102465443
6376,CFAP157,286207
6377,TMEM255A,55026
6378,CENPS-CORT,100526739
6379,OR5H1,26341
6380,PAK1,5058
6381,PDAP1,11333
6382,SMG6,23293
6383,NCKAP1,10787
6384,PMCHL2,5370
6385,RNVU1-7,26864
6386,ADAMTSL1,92949
6387,TP53INP2,58476
6388,PIGB,9488
6389,PRKCE-AS1,105374580
6390,IL31,386653
6391,MIR4659B,100616372
6392,NEUROD1,4760
6393,MIR937,100126338
6394,FNBP1,23048
6395,SCYL1,57410
6396,U2SURP,23350
6397,TNFRSF1A,7132
6398,C2orf68,388969
6399,TCF7L2,6934
6400,MMP8,4317
6401,HAPLN4,404037
6402,MIR6823,102465494
6403,LINC00626,79100
6404,ETHE1,23474
6405,LCK,3932
6406,FOXL3,116033993
6407,FOXK2,3607
6408,ZNF83,55769
6409,LINC02162,105374624
6410,CD19,930
6411,SNX17,9784
6412,MIR648,693233
6413,LINC01243,101929620
6414,COLGALT1,79709
6415,ADGRB1,575
6416,B3GAT1,27087
6417,LZTS3,9762
6418,CHPF2,54480
6419,APBA3,9546
6420,AC127070.1,101928530
6421,SLC26A6,65010
6422,MIR554,693139
6423,ACOX1,51
6424,BNIPL,149428
6425,SLC16A2,6567
6426,NEU4,129807
6427,LINC02080,101928514
6428,RALY-AS1,101926888
6429,PRF1,5551
6430,KCNJ4,3761
6431,AC104123.1,101929710
6432,SERPINB10,5273
6433,LILRA5,353514
6434,HES1,3280
6435,RPLP2,6181
6436,TAMALIN,160622
6437,RAB19,401409
6438,ZNF335,63925
6439,MIR1181,100302213
6440,TUBB,203068
6441,PDE10A,10846
6442,GLUD1P3,2749
6443,AC107959.4,254896
6444,CYP7A1,1581
6445,PNOC,5368
6446,MIR548W,100422923
6447,CDKL4,344387
6448,NICN1,84276
6449,ZC2HC1C,79696
6450,PSME2,5721
6451,ADK,132
6452,SNORD115-48,100033822
6453,RGS11,8786
6454,STARD5,80765
6455,NACA2,342538
6456,ZNF723,646864
6457,FAM242F,105379447
6458,LINC02318,100506999
6459,CFP,5199
6460,LINC01876,101929378
6461,SOX9-AS1,400618
6462,INPP5B,3633
6463,AC022832.2,102725080
6464,HMX1,3166
6465,CEP104,9731
6466,AP000688.1,100133286
6467,AOC1,26
6468,LINC01659,101929374
6469,VPS26B,112936
6470,GPR68,8111
6471,LINC02720,101928944
6472,LINC02247,105376310
6473,DSC3,1825
6474,METTL7B,196410
6475,CNKSR3,154043
6476,KRTAP2-3,730755
6477,MSGN1,343930
6478,ACTL9,284382
6479,USP17L25,728373
6480,MIR2277,100313887
6481,SPG11,80208
6482,AC209005.1,101928532
6483,S1PR5,53637
6484,ZFP14,57677
6485,SNORD115-37,100033811
6486,IFT57,55081
6487,MUTYH,4595
6488,ZNF579,163033
6489,EPN1,29924
6490,LINC01505,100996590
6491,RPL3L,6123
6492,ZNF280B,140883
6493,RAB35,11021
6494,ANAPC13,25847
6495,ZNF652,22834
6496,SLC35B3,51000
6497,FOXN3-AS2,29018
6498,NRN1L,123904
6499,AL358472.5,101928059
6500,MRPL18,29074
6501,DAGLB,221955
6502,IQGAP1,8826
6503,Z82186.1,339685
6504,DUS4L,11062
6505,PYY,5697
6506,CCNB2,9133
6507,PIH1D2,120379
6508,FBXO4,26272
6509,HAO2,51179
6510,FBXO9,26268
6511,RAB41,347517
6512,SELE,6401
6513,AC005076.1,101927420
6514,PCAT19,100505495
6515,ERVW-1,30816
6516,LINC01490,101928420
6517,SS18L1,26039
6518,RNF145,153830
6519,AL133383.1,105371653
6520,ADIPOR1,51094
6521,AL033527.2,101929536
6522,DYTN,391475
6523,TAB2-AS1,105378049
6524,LINC01504,100507540
6525,APP,351
6526,ACTL7A,10881
6527,LCNL1,401562
6528,ARHGAP29-AS1,107985092
6529,HOXC-AS3,100874365
6530,CYP51A1-AS1,613126
6531,SLIT2,9353
6532,MIR1322,100302166
6533,CPA1,1357
6534,DDB1,1642
6535,HSPB11,51668
6536,ATP13A1,57130
6537,SLC25A1,6576
6538,SLC25A18,83733
6539,MIR6724-3,103504739
6540,CTSK,1513
6541,PUM1,9698
6542,CALY,50632
6543,AZGP1,563
6544,AL161785.1,101929331
6545,CNTN1,1272
6546,SLC10A2,6555
6547,CHUK,1147
6548,CNBP,7555
6549,KIAA1109,84162
6550,CD37,951
6551,MIR4676,100616286
6552,ACTR6,64431
6553,NDUFA11,126328
6554,SH2D4B,387694
6555,ZNF33A,7581
6556,ABHD2,11057
6557,RAI14,26064
6558,NDEL1,81565
6559,PACRG,135138
6560,CERKL,375298
6561,ZNF71,58491
6562,RAD1,5810
6563,MIR6742,102465444
6564,SRSF1,6426
6565,CASP5,838
6566,KRTAP22-2,100288287
6567,PRKY,5616
6568,ATP8B5P,158381
6569,DDX6,1656
6570,OSTM1,28962
6571,AC092809.2,101927143
6572,BPIFA4P,317716
6573,PLEKHA3,65977
6574,FARSA-AS1,106144598
6575,ASB14,142686
6576,HES5,388585
6577,GOLGA8CP,729786
6578,PCDHGB5,56101
6579,SLC22A16,85413
6580,TMEM114,283953
6581,APLP1,333
6582,RAB40A,142684
6583,YPEL2,388403
6584,OR10A7,121364
6585,LINC01487,101928190
6586,LINC02347,100128554
6587,MIR4637,100616271
6588,FNDC10,643988
6589,EFNB2,1948
6590,PRRC2B,84726
6591,GPX7,2882
6592,LTK,4058
6593,IQSEC3,440073
6594,SNHG26,109729180
6595,SLC24A2,25769
6596,CCDC138,165055
6597,ZKSCAN7,55888
6598,THEGL,100506564
6599,DPY19L2P3,442524
6600,EPHA3,2042
6601,C4B,721
6602,MIR1908,100302263
6603,KCNK17,89822
6604,CCNYL6,641367
6605,MIRLET7B,406884
6606,CLVS2,134829
6607,GFRAL,389400
6608,OR51E1,143503
6609,LINC02844,105375679
6610,MIR4301,100422855
6611,ZNF33B,7582
6612,MED30,90390
6613,MIR7975,102466872
6614,MIR6835,102465502
6615,GRID2,2895
6616,GOLGA6L2,283685
6617,KDM8,79831
6618,NLGN1,22871
6619,PSMD3,5709
6620,GOLGA2P9,440518
6621,SECTM1,6398
6622,MIR5091,100847023
6623,AL662789.1,102725019
6624,DDX11-AS1,100506660
6625,HEMK1,51409
6626,AXDND1,126859
6627,ADAT1,23536
6628,SMCP,4184
6629,HAUS8,93323
6630,DPP9-AS1,100131094
6631,TOP1,7150
6632,DNAH3,55567
6633,DDX11L1,84771
6634,NKX6-3,157848
6635,KIF19,124602
6636,MMADHC,27249
6637,PJVK,494513
6638,LCORL,254251
6639,MIR3188,100422833
6640,CERS5,91012
6641,AC114812.1,100286922
6642,LRTM2,654429
6643,FOXP4,116113
6644,MIR4290HG,286370
6645,AC097375.2,102724700
6646,ATL2,64225
6647,KLHL9,55958
6648,AMBP,259
6649,GABRR3,200959
6650,IL31RA,133396
6651,ANKRD53,79998
6652,HPCAL1,3241
6653,MIR2110,100302224
6654,C3orf33,285315
6655,GGNBP2,79893
6656,FAM95B1,100133036
6657,PLEKHG1,57480
6658,SERPINA1,5265
6659,AMDHD2,51005
6660,LINC00221,338005
6661,SCIN,85477
6662,ANKRD40,91369
6663,RCSD1,92241
6664,TFPI,7035
6665,GLRX3,10539
6666,LY75-CD302,100526664
6667,UVRAG,7405
6668,PLAU,5328
6669,HOMER2,9455
6670,KLHL1,57626
6671,IGF2,3481
6672,MIR3665,100500861
6673,GUCY1A1,2982
6674,PRAMEF33,645382
6675,LINC01995,105374244
6676,UQCRFS1,7386
6677,ZNF426-DT,101928238
6678,LINC01579,105369203
6679,WASF2,10163
6680,KLF16,83855
6681,SGSM2,9905
6682,RNASEK,440400
6683,MAT2A,4144
6684,BIRC2,329
6685,FAM205C,100129969
6686,JPT1,51155
6687,OOEP,441161
6688,ZNF593,51042
6689,ART5,116969
6690,ABCA1,19
6691,ZNF667,63934
6692,C2orf76,130355
6693,POTEI,653269
6694,UGT1A9,54600
6695,ANPEP,290
6696,NBPF10,100132406
6697,MIR4322,100422925
6698,TPRG1L,127262
6699,TNRC6C,57690
6700,DENND2C,163259
6701,NEDD1,121441
6702,ZNF461,92283
6703,LINC01738,107984953
6704,RNA5S5,100169756
6705,PSRC1,84722
6706,MIR4733,100616266
6707,LINC01879,400661
6708,GP1BA,2811
6709,VPS8,23355
6710,MALRD1,340895
6711,TMEM220-AS1,101101775
6712,MCRIP1,348262
6713,MIR3126,100423030
6714,CCT3,7203
6715,CHRDL2,25884
6716,SSH3,54961
6717,UQCC3,790955
6718,ACSS3,79611
6719,MIR6744,102466725
6720,URAHP,100130015
6721,MPC2,25874
6722,MIR7153,102465690
6723,ADGRG7,84873
6724,ROBO1,6091
6725,ZCCHC17,51538
6726,VDAC3,7419
6727,SNX4,8723
6728,ZBTB40,9923
6729,SEC22A,26984
6730,SEMA7A,8482
6731,OR2C3,81472
6732,SP100,6672
6733,C1orf56,54964
6734,SYTL4,94121
6735,CNR2,1269
6736,FOXP2,93986
6737,MIR604,693189
6738,SNORA70C,100124538
6739,MVD,4597
6740,PFKL,5211
6741,SUCLG2,8801
6742,LINC00358,100874143
6743,ZDHHC3,51304
6744,PLCH2,9651
6745,MIR4284,100422948
6746,HRH3,11255
6747,CAPN1,823
6748,TNFRSF12A,51330
6749,AL096869.2,101928909
6750,LEFTY1,10637
6751,MIR8069-2,103504736
6752,RPL7,6129
6753,SYT11,23208
6754,COL4A4,1286
6755,EPB41L5,57669
6756,KRT26,353288
6757,KRT34,3885
6758,XPO5,57510
6759,MST1L,11223
6760,TSEN15,116461
6761,KRT74,121391
6762,SMC1B,27127
6763,OVOL3,728361
6764,ADARB1,104
6765,SLC51B,123264
6766,NEMP1,23306
6767,SNORA74B,677841
6768,TENT4A,11044
6769,OMD,4958
6770,MED26,9441
6771,KIF2C,11004
6772,LINC01591,286094
6773,GACAT2,100287082
6774,NRL,4901
6775,NDUFA4,4697
6776,LINC01036,104169671
6777,POTEC,388468
6778,MIR1248,100302143
6779,AC245407.2,100996756
6780,MIR6165,102465141
6781,KCTD21,283219
6782,CFAP61,26074
6783,LINC00317,378828
6784,THTPA,79178
6785,PDSS2,57107
6786,FXYD6-FXYD2,100533181
6787,STPG2-AS1,101410545
6788,CFAP57,149465
6789,C14orf177,283598
6790,BPNT1,10380
6791,OR5K3,403277
6792,CCAT2,101805488
6793,IL3,3562
6794,HAVCR1,26762
6795,AP5M1,55745
6796,PIN1P1,5301
6797,TM9SF4,9777
6798,TFF3,7033
6799,SNORA14A,677801
6800,RETREG2,79137
6801,LINC00934,144742
6802,DHODH,1723
6803,SNORA67,26781
6804,G6PC,2538
6805,IPP,3652
6806,CHGA,1113
6807,FAM66D,112268389
6808,LINC02829,105375009
6809,MIR1267,100302286
6810,KYAT1,883
6811,VCX,26609
6812,MPP3,4356
6813,TXLNB,167838
6814,IDH1-AS1,100507475
6815,GLDN,342035
6816,DDX50,79009
6817,AGAP6,414189
6818,LINC01271,101927586
6819,DCAF16,54876
6820,ILVBL,10994
6821,CDHR2,54825
6822,VANGL1,81839
6823,TBC1D3P5,440419
6824,NUP153,9972
