,gene_symbol,entrenz_id
18204,LYPD8,646627
18205,AC138150.2,105371795
18206,ESRRAP2,105370105
18207,LINC02504,101928288
18208,HMGA2-AS1,100129940
18209,MIR1282,100302254
18210,BCAS1,8537
18211,CDK15,65061
18212,GBA3,57733
18213,RSAD1,55316
18214,SHBG,6462
18215,XIRP1,165904
18216,PARP10,84875
18217,PARP3,10039
18218,GLYCTK,132158
18219,MIR3925,100500885
18220,SNORA26,677810
18221,LCP2,3937
18222,RAB2A,5862
18223,BRF1,2972
18224,FAM186A,121006
18225,CD38,952
18226,RAC3,5881
18227,RICTOR,253260
18228,MIR29C,407026
18229,PICSAR,378825
18230,TBXAS1,6916
18231,RSBN1,54665
18232,TBX19,9095
18233,UGDH,7358
18234,CDH10,1008
18235,SREBF1,6720
18236,TDRKH-AS1,109729141
18237,DLG1-AS1,100507086
18238,MIR1207,100302175
18239,TRPS1,7227
18240,OTUD6A,139562
18241,NUP50-DT,100506714
18242,TLR3,7098
18243,CDC25B,994
18244,AC008163.1,100128317
18245,RBBP7,5931
18246,MIPEP,4285
18247,NDNF,79625
18248,LINC01537,101928555
18249,DAPK1,1612
18250,PSMF1,9491
18251,XRCC6,2547
18252,AP002409.1,101927188
18253,AC015921.1,101927911
18254,CENPB,1059
18255,EIF4EBP2,1979
18256,LAMTOR1,55004
18257,MIR518A2,574491
18258,TMCO1,54499
18259,RNF20,56254
18260,HEATR5A,25938
18261,KRT24,192666
18262,MIR3923,100500877
18263,RASL11B,65997
18264,MARCHF6,10299
18265,RBM15B,29890
18266,MMP14,4323
18267,BTG3,10950
18268,ZNF282,8427
18269,ENO2,2026
18270,USP17L15,100288520
18271,C12orf66,144577
18272,CREB3L3,84699
18273,MIR196A1,406972
18274,LINC00184,100302691
18275,RPL26,6154
18276,C5orf64,285668
18277,MIR212,406994
18278,GRWD1,83743
18279,SNORD37,26812
18280,ZKSCAN8,7745
18281,COMMD5,28991
18282,BST1,683
18283,TM2D1,83941
18284,CT47A8,728049
18285,CD226,10666
18286,CCDC82,79780
18287,MIR1183,100302122
18288,MUC22,100507679
18289,MIR548X,100422920
18290,NAGLU,4669
18291,LINC02667,728327
18292,MTA1,9112
18293,PROCA1,147011
18294,ANGPTL7,10218
18295,EEF1AKMT2,399818
18296,VWDE,221806
18297,SLC7A9,11136
18298,FOXO3B,2310
18299,CMC2,56942
18300,HP1BP3,50809
18301,SCAF11,9169
18302,ANGPTL5,253935
18303,LRRIQ1,84125
18304,PEX19,5824
18305,DLEC1,9940
18306,RNVU1-14,101954266
18307,MIR647,693232
18308,DDHD2,23259
18309,SAPCD2,89958
18310,METTL26,84326
18311,RPL31P11,641311
18312,EXOSC5,56915
18313,PRKAA2,5563
18314,PCNX3,399909
18315,STMN4,81551
18316,WAPL,23063
18317,CNKSR2,22866
18318,TRIM43B,653192
18319,MIR4675,100616383
18320,ZNF23,7571
18321,CLASP2,23122
18322,RPL17-C18orf32,100526842
18323,OR2Z1,284383
18324,ARMC7,79637
18325,ATP6AP1,537
18326,C11orf68,83638
18327,PIK3C2A,5286
18328,TTC27,55622
18329,C8orf49,606553
18330,SLC7A5,8140
18331,ORM1,5004
18332,TCP11L2,255394
18333,PNPO,55163
18334,FIP1L1,81608
18335,RAD9B,144715
18336,SPANXA1,30014
18337,KRTAP21-1,337977
18338,NCAM2,4685
18339,OR5P3,120066
18340,FAH,2184
18341,MIR181B1,406955
18342,KCNE2,9992
18343,SPATC1,375686
18344,NIPSNAP3B,55335
18345,STRN4,29888
18346,CLDN1,9076
18347,DDX1,1653
18348,FBXL18,80028
18349,MIR3121,100423032
18350,NUTM2A-AS1,728190
18351,MAPT,4137
18352,MAK16,84549
18353,MIR429,554210
18354,PRKAR1B-AS2,101927000
18355,MIR1302-7,100302147
18356,RPL11,6135
18357,SMIM2,79024
18358,GRM6,2916
18359,UFSP2,55325
18360,TRIM63,84676
18361,MIR6852,102465513
18362,KISS1R,84634
18363,TMEM147-AS1,100506469
18364,TRPM3,80036
18365,CHST11,50515
18366,AC073636.1,105373757
18367,MAN1A1,4121
18368,PPP3CB-AS1,101929145
18369,ST3GAL3-AS1,101929592
18370,TEN1,100134934
18371,SLC35F3,148641
18372,CRYBB2P1,1416
18373,SLC5A4,6527
18374,C5orf49,134121
18375,MIR4292,100422860
18376,ESYT3,83850
18377,RMRP,6023
18378,PITX3,5309
18379,LINC01255,101927433
18380,CLTRN,57393
18381,MAGEB16,139604
18382,TAF5L,27097
18383,NCF4,4689
18384,KLRC3,3823
18385,SLC1A1,6505
18386,GAPVD1,26130
18387,BIRC7,79444
18388,LINC02044,101929717
18389,ARHGAP31,57514
18390,MRPL39,54148
18391,MCM8,84515
18392,LYRM4,57128
18393,SELL,6402
18394,C4orf51,646603
18395,GGH,8836
18396,TMEM19,55266
18397,OR4K1,79544
18398,RASIP1,54922
18399,SHISA7,729956
18400,MIR7111,102465668
18401,FKBP14,55033
18402,HEPACAM,220296
18403,UNC119,9094
18404,CDK14,5218
18405,AJM1,389813
18406,C19orf54,284325
18407,EDAR,10913
18408,TYMS,7298
18409,ATAD3A,55210
18410,SNORD114-2,767578
18411,FOXF2,2295
18412,PRDM6,93166
18413,PODNL1,79883
18414,CREB3,10488
18415,THBS1,7057
18416,HSF1,3297
18417,PPL,5493
18418,LINC01981,100996624
18419,CDK1,983
18420,PRR20A,122183
18421,MSX2,4488
18422,AC016134.1,105370791
18423,SDR39U1,56948
18424,QKI,9444
18425,DENR,8562
18426,COG8,84342
18427,BAGE2,85319
18428,HES4,57801
18429,SCARNA9,619383
18430,MRPS2,51116
18431,CCNB1,891
18432,ANAPC10,10393
18433,EDEM2,55741
18434,MIR3617,100500897
18435,RSPH6A,81492
18436,MIR6847,102465510
18437,RAD23B,5887
18438,APOBEC3A,200315
18439,ZYG11B,79699
18440,WFDC10B,280664
18441,GLOD4,51031
18442,GFI1B,8328
18443,OGFRL1,79627
18444,RABGGTB,5876
18445,EDDM3B,64184
18446,KIF1A,547
18447,SLC38A2,54407
18448,CR1,1378
18449,IL1B,3553
18450,AKAP5,9495
18451,PROSER1,80209
18452,LINC01247,101929390
18453,ABHD13,84945
18454,OR2T1,26696
18455,TTLL5,23093
18456,WDFY4,57705
18457,AP001636.3,283194
18458,UBE2G2,7327
18459,SCAANT1,100861563
18460,MIR1305,100302270
18461,MIR4433B,102465833
18462,AC040168.1,283856
18463,LINC02346,100128714
18464,MIR6820,102465492
18465,LAD1,3898
18466,KRTAP29-1,100533177
18467,CRTC1,23373
18468,NEDD9,4739
18469,KRT14,3861
18470,IER2,9592
18471,COL1A2,1278
18472,MFAP1,4236
18473,KRT1,3848
18474,SSBP3,23648
18475,TSPAN1,10103
18476,CCDC152,100129792
18477,MIR517B,574483
18478,EIF5B,9669
18479,GPR22,2845
18480,NAXE,128240
18481,FAT3,120114
18482,CMTM1,113540
18483,SCARNA8,677776
18484,CHRNE,1145
18485,ZNF552,79818
18486,POM121L2,94026
18487,VPS72,6944
18488,NKX2-4,644524
18489,GADD45B,4616
18490,ZSWIM9,374920
18491,THY1,7070
18492,SETD4,54093
18493,AC010889.2,105377224
18494,KLF8,11279
18495,NODAL,4838
18496,OR10A3,26496
18497,SART1,9092
18498,PRPS2,5634
18499,ADAM20P1,317760
18500,GNAS-AS1,149775
18501,LUZP1,7798
18502,ATN1,1822
18503,CLSPN,63967
18504,TTC39A,22996
18505,NUAK1,9891
18506,LINC02404,105369900
18507,MGAM,8972
18508,ZNF543,125919
18509,TLN1,7094
18510,SNORA20B,109616963
18511,NEUROD4,58158
18512,OR52L1,338751
18513,LINC02259,102723640
18514,RPL18,6141
18515,MZT2A,653784
18516,LINC01352,101929730
18517,CDKN3,1033
18518,TLCD3A,79850
18519,AC240274.1,102724250
18520,ZNF865,100507290
18521,COL9A3,1299
18522,ERGIC1,57222
18523,ANG,283
18524,RRP8,23378
18525,CACNG4,27092
18526,RBMS3-AS1,100873977
18527,MFAP3L,9848
18528,AL050402.2,105372980
18529,ANO2,57101
18530,CIDEB,27141
18531,VIPR2,7434
18532,RRAGA,10670
18533,MCAT,27349
18534,LINC00561,100861545
18535,C20orf194,25943
18536,JAM3,83700
18537,PDGFRL,5157
18538,TSBP1,10665
18539,CDIPT,10423
18540,IL15,3600
18541,GPR107,57720
18542,A2M,2
18543,AL158212.3,103344931
18544,EFCAB7,84455
18545,SPATA18,132671
18546,AC090061.1,100507250
18547,MYADML2,255275
18548,IGBP1,3476
18549,AL139010.1,105371458
18550,OR6K2,81448
18551,DLL1,28514
18552,ODF1,4956
18553,MOB2,81532
18554,PINK1,65018
18555,MIR6779,102465467
18556,LMF1-AS1,101929387
18557,ZDHHC16,84287
18558,ASB7,140460
18559,TRIO,7204
18560,AC090155.2,100507464
18561,KPRP,448834
18562,UHRF1BP1,54887
18563,HHLA2,11148
18564,LGALS8,3964
18565,LINC01714,102724539
18566,CLEC12A-AS1,400002
18567,KRTAP3-2,83897
18568,SLC18A3,6572
18569,MIR4294,100422895
18570,DSG3,1830
18571,MIR5683,100847034
18572,KCNF1,3754
18573,EHD4-AS1,101928363
18574,ARHGAP18,93663
18575,TTTY10,246119
18576,NOP2,4839
18577,MIR5581,100847010
18578,CYBC1,79415
18579,NBDY,550643
18580,CCDC102A,92922
18581,TLCD1,116238
18582,DSCAS,101927698
18583,RNASEH2B,79621
18584,SPIC,121599
18585,MIR6866,102466986
18586,ZNF804A,91752
18587,SRRM2-AS1,100128788
18588,RAB11FIP5,26056
18589,MXD4,10608
18590,FBN2,2201
18591,MDN1,23195
18592,ZNF814,730051
18593,BUB3,9184
18594,MIR5093,100847022
18595,OR1I1,126370
18596,OR52E4,390081
18597,DHFR2,200895
18598,SNORD86,692201
18599,ZDHHC14,79683
18600,MIR4782,100616208
18601,CEP85,64793
18602,NDUFS1,4719
18603,ACVR1,90
18604,PSMB8-AS1,100507463
18605,HOOK2,29911
18606,PMEL,6490
18607,MIR6771,102465462
18608,SETX,23064
18609,LINC02017,105377096
18610,NOLC1,9221
18611,MIR518E,574487
18612,USP17L20,100287441
18613,PKD2,5311
18614,SHCBP1,79801
18615,ARPIN,348110
18616,YTHDC2,64848
18617,SETD6,79918
18618,WDR97,340390
18619,UTP18,51096
18620,LY9,4063
18621,MCM3AP,8888
18622,MIR3160-1,100422827
18623,GP9,2815
18624,MIR8057,102466874
18625,UFSP1,402682
18626,SPAG1,6674
18627,ASXL2,55252
18628,OR52R1,119695
18629,ERICH3,127254
18630,MEF2B,4207
18631,C9orf139,401563
18632,AC092637.1,102723427
18633,LINC01666,101930100
18634,OXSR1,9943
18635,KLHL25,64410
18636,NRARP,441478
18637,RILPL2,196383
18638,GNRHR2,114814
18639,ZNF669,79862
18640,SYT6,148281
18641,RSPO4,343637
18642,PRR23D1,100131608
18643,PDCD1,5133
18644,SNORD36A,26815
18645,SRD5A3,79644
18646,NPIPB8,728734
18647,GPX1,2876
18648,GOLGA6L3,100133220
18649,EDF1,8721
18650,BCL2L14,79370
18651,FRMPD4,9758
18652,NMD3,51068
18653,DHX16,8449
18654,ATP6V0A2,23545
18655,RHOH,399
18656,PGM5P3-AS1,101929127
18657,LINC01506,101927015
18658,KCTD8,386617
18659,MED23,9439
18660,MIR200C,406985
18661,MFF,56947
18662,CACNG2,10369
18663,MIR3184,100423003
18664,ATP4A,495
18665,HTR3E,285242
18666,PRAP1,118471
18667,VPS28,51160
18668,ZNF318,24149
18669,ZNF699,374879
18670,UGT2B4,7363
18671,RP2,6102
18672,PHF3,23469
18673,RNA5S13,100169764
18674,MLLT6,4302
18675,GLIS3,169792
18676,PTCD1,26024
18677,SNORD3D,780854
18678,RIF1,55183
18679,CNBD1,168975
18680,GAS2,2620
18681,RAB3B,5865
18682,OR9A4,130075
18683,PGPEP1,54858
18684,CGB2,114336
18685,WDR86-AS1,100131176
18686,TOMM70,9868
18687,NCOA5,57727
18688,STK3,6788
18689,SPATA19,219938
18690,CDK16,5127
18691,RNF17,56163
18692,AL139011.1,100287049
18693,LINC00564,100861546
18694,SCOC-AS1,100129858
18695,SNORD96B,692226
18696,CHST4,10164
18697,SALL4,57167
18698,ZKSCAN1,7586
18699,SMC2-AS1,101928550
18700,CHST15,51363
18701,ZNF735,730291
18702,MIR487B,664616
18703,FUT3,2525
18704,CEACAM21,90273
18705,MIR181D,574457
18706,CPN1,1369
18707,SDHAF1,644096
18708,PLLP,51090
18709,CALB1,793
18710,FAM153A,285596
18711,SYPL1,6856
18712,SNORA58B,109617023
18713,MZT2B,80097
18714,DHRS1,115817
18715,MIR4449,100616436
18716,MIR3612,100500817
18717,DNAJC6,9829
18718,FBXL2,25827
18719,WBP4,11193
18720,LINC00326,285735
18721,CLPSL1,340204
18722,LPGAT1,9926
18723,STXBP2,6813
18724,TEX10,54881
18725,SCGB1A1,7356
18726,LMO4,8543
18727,INMT,11185
18728,UFL1,23376
18729,WDR3,10885
18730,BFSP2-AS1,85003
18731,CBY2,220082
18732,EPG5,57724
18733,RPS6,6194
18734,COL18A1-AS1,378832
18735,MIR3909,100500826
18736,MIR409,574413
18737,MBD2,8932
18738,GOLGA8R,101059918
18739,MZT1,440145
18740,MIR1263,100302148
18741,CLN6,54982
18742,C9orf24,84688
18743,CRYGS,1427
18744,CACNG5,27091
18745,ZNF438,220929
18746,ZNF32-AS3,414201
18747,AC138028.1,339059
18748,KRTAP13-3,337960
18749,MOG,4340
18750,ANKRD36BP2,645784
18751,KCTD9,54793
18752,KIF16B,55614
18753,BX072566.1,100288966
18754,SELENOW,6415
18755,SULT1A4,445329
18756,ARHGDIG,398
18757,BPIFB2,80341
18758,GPR37,2861
18759,EPB41L4A-DT,54508
18760,PEX10,5192
18761,TLCD3B,83723
18762,MIR4691,100616403
18763,HAUS6,54801
18764,SERPINH1,871
18765,SYK,6850
18766,TBL3,10607
18767,MYOZ3,91977
18768,AC107074.1,105377488
18769,SEC13,6396
18770,USP16,10600
18771,EIF2AK4,440275
18772,TTLL11,158135
18773,AL590009.1,107986631
18774,GPR171,29909
18775,LINC-PINT,378805
18776,DTX2P1-UPK3BP1-PMS2P11,441263
18777,OR6B3,150681
18778,TNFRSF11A,8792
18779,PTEN,5728
18780,GPRC5D-AS1,100506314
18781,JUND,3727
18782,MIR520B,574473
18783,CPNE4,131034
18784,NFILZ,105372267
18785,LBX2,85474
18786,AF131216.3,100129129
18787,MIR527,574497
18788,SLC8A1,6546
18789,AC188617.1,116435278
18790,MIR4524A,100616316
18791,MIR4793,100616112
18792,RPL31,6160
18793,ADAMTS19-AS1,103689846
18794,TNN,63923
18795,PAX7,5081
18796,LINC01215,101929623
18797,SDR16C6P,442388
18798,BRD7,29117
18799,AC096746.1,101929210
18800,SLC25A52,147407
18801,LINGO4,339398
18802,HERC3,8916
18803,MIR4271,100422952
18804,LINC02567,110806286
18805,OTOR,56914
18806,IL17C,27189
18807,GCSAML,148823
18808,GNAI2,2771
18809,PCDH9-AS4,100874087
18810,FGD5-AS1,100505641
18811,MIR3127,100422928
18812,BCL9,607
18813,CHD9,80205
18814,MAB21L1,4081
18815,PPIAL4D,645142
18816,ZNF704,619279
18817,REP15,387849
18818,PRAC1,84366
18819,LYPD6B,130576
18820,FAU,2197
18821,SPSB2,84727
18822,LIN28B,389421
18823,STARD6,147323
18824,GACAT1,104326057
18825,DDI2,84301
18826,IFT20,90410
18827,MIR3064,100616387
18828,INO80,54617
18829,IFNGR1,3459
18830,ULBP3,79465
18831,TAL1,6886
18832,PRND,23627
18833,PDCD1LG2,80380
18834,MIR6749,102466727
18835,MIR1277,100302214
18836,AP000787.1,101929295
18837,AC099654.1,105375297
18838,CAPZB,832
18839,MDP1,145553
18840,CD101,9398
18841,CDK9,1025
18842,ARHGAP35,2909
18843,MAGEA10,4109
18844,EFCAB9,285588
18845,LAMA5,3911
18846,S1PR4,8698
18847,RNU5B-1,26832
18848,GPR160,26996
18849,SCARNA18,677765
18850,AC011462.5,105372401
18851,AC091390.3,100289561
18852,NKAIN2,154215
18853,GRK6,2870
18854,AMBN,258
18855,LRRC43,254050
18856,OR2M5,127059
18857,HDHD5-AS1,100130717
18858,AC092720.3,101928737
18859,POU3F1,5453
18860,RLN2,6013
18861,SNORA63D,109616971
18862,UBE2L3,7332
18863,SH3BGR,6450
18864,ITPA,3704
18865,AC137932.1,105371414
18866,RUSC1,23623
18867,SPINK1,6690
18868,DBT,1629
18869,CNTF,1270
18870,LINC02652,105376468
18871,SNORD115-35,100033809
18872,PELI3,246330
18873,ZNF433-AS1,101928464
18874,ZNF20,7568
18875,RFC5,5985
18876,SOX8,30812
18877,TMBIM7P,105375396
18878,C1orf109,54955
18879,PLPP2,8612
18880,OTOA,146183
18881,PELI1,57162
18882,STRADB,55437
18883,CNTNAP5,129684
18884,CLIP3,25999
18885,MIR941-2,100126339
18886,TAGAP,117289
18887,SPRR1A,6698
18888,NBPF7,343505
18889,CACNA1B,774
18890,MIR3155A,100422989
18891,TSPOAP1-AS1,100506779
18892,MIR548AG2,100616440
18893,CEACAM6,4680
18894,SACS,26278
18895,DIO2,1734
18896,OR13H1,347468
18897,SPRR1B,6699
18898,RAB27B,5874
18899,COMT,1312
18900,LINC01259,106144599
18901,TGM7,116179
18902,SPHK1,8877
18903,SRGAP1,57522
18904,MIR4718,100616195
18905,RBMY1F,159163
18906,CDC42BPA,8476
18907,ZDHHC15,158866
18908,MSI1,4440
18909,RLF,6018
18910,RASGRP1,10125
18911,SGK1,6446
18912,MIR522,574495
18913,COG4,25839
18914,MAP9,79884
18915,ZNF398,57541
18916,MTRNR2L7,100288485
18917,SERPINI1,5274
18918,NUTM2D,728130
18919,MIR99A,407055
18920,TUSC1,286319
18921,POLR3F,10621
18922,LINC02639,105376365
18923,NDUFV2-AS1,101927275
18924,HNRNPC,3183
18925,SMARCC2,6601
18926,ADNP2,22850
18927,CHD6,84181
18928,ASB6,140459
18929,ZFYVE21,79038
18930,VMP1,81671
18931,HSDL2,84263
18932,KCTD10,83892
18933,AC012494.2,101927948
18934,AL353579.1,221468
18935,SLAIN2,57606
18936,BTK,695
18937,LCP1,3936
18938,STPG4,285051
18939,RNA5S8,100169759
18940,APOA4,337
18941,TTC3-AS1,100874006
18942,LINC01023,100652853
18943,LINC00398,100874158
18944,MIR4779,100616159
18945,MIR4288,100422903
18946,AC025048.6,653653
18947,RSPH10B,222967
18948,ANKRD13A,88455
18949,UMPS,7372
18950,CYP20A1,57404
18951,PTMA,5757
18952,TNFAIP8L2,79626
18953,CMTM2,146225
18954,LSM12,124801
18955,C1QB,713
18956,FMNL2,114793
18957,SCEL,8796
18958,FAM47B,170062
18959,EMD,2010
18960,GBA2,57704
18961,ARRDC2,27106
18962,OR13C9,286362
18963,UPK3BL2,107983993
18964,NT5C1B-RDH14,100526794
18965,BRS3,680
18966,UNC5CL,222643
18967,TAF1B,9014
18968,ANTXR2,118429
18969,MFSD3,113655
18970,GNG11,2791
18971,LINC01905,102724698
18972,STAG3L4,64940
18973,DAOA,267012
18974,PSME3IP1,80011
18975,NPLOC4,55666
18976,ENAM,10117
18977,MAGEA6,4105
18978,APBA2,321
18979,RFTN2,130132
18980,CRBN,51185
18981,ALKBH1,8846
18982,LINC00923,91948
18983,SLC30A6,55676
18984,MIR103A2,406896
18985,CLCN3,1182
18986,CD74,972
18987,HSPB8,26353
18988,SLC12A9,56996
18989,TGIF2-RAB5IF,100527943
18990,EID2,163126
18991,TFAM,7019
18992,PKN1,5585
18993,COX4I2,84701
18994,LMOD1,25802
18995,SERPIND1,3053
18996,MANEA-DT,101927288
18997,PPP1R3B,79660
18998,MIR4679-1,100616128
18999,CDKN2A,1029
19000,ZCCHC2,54877
19001,ATP8B1,5205
19002,SLC46A2,57864
19003,PICK1,9463
19004,SMAGP,57228
19005,BAG2,9532
19006,MIR591,693176
19007,KIFBP,26128
19008,SARAF,51669
19009,SNORD114-3,767579
19010,URAD,646625
19011,LINC00628,127841
19012,OR10S1,219873
19013,MIR548A3,693127
19014,GSTM2,2946
19015,LINC01479,101927922
19016,FGF12-AS2,100873987
19017,NECAP2,55707
19018,TMTC2,160335
19019,OR4D11,219986
19020,AC005165.1,646588
19021,CBARP,255057
19022,IKBKG,8517
19023,ENAH,55740
19024,AP000961.1,105372749
19025,APOBEC3H,164668
19026,PRRX2,51450
19027,GHET1,102723099
19028,MIR548K,100313770
19029,C9orf78,51759
19030,FHL5,9457
19031,NAT14,57106
19032,TCERG1L-AS1,101927489
19033,CHKA,1119
19034,RPS3A,6189
19035,IL11RA,3590
19036,CGB1,114335
19037,CASP12,100506742
19038,LTB,4050
19039,SNAP91,9892
19040,SVIL,6840
19041,RAB3D,9545
19042,ZNF761,388561
19043,GON7,84520
19044,SLC25A19,60386
19045,PI15,51050
19046,PRG3,10394
19047,PPY2P,23614
19048,AC105285.1,101930370
19049,CLTCL1,8218
19050,RTL3,203430
19051,CETN2,1069
19052,MIR597,693182
19053,AC097382.2,100129931
19054,B4GALT4,8702
19055,VSIG1,340547
19056,METTL17,64745
19057,RASSF7,8045
19058,HEATR5B,54497
19059,KCNJ9,3765
19060,MIR4445,100616129
19061,PIK3C2B,5287
19062,COL13A1,1305
19063,RN7SK,125050
19064,CASC9,101805492
19065,TSC22D3,1831
19066,SQOR,58472
19067,PPP5C,5536
19068,AC009107.2,101927556
19069,KIF18A,81930
19070,OR2V1,26693
19071,RBMY1E,378950
19072,SOX21,11166
19073,TMEM198,130612
19074,ZNF271P,10778
19075,CEACAM22P,388550
19076,ZNF365,22891
19077,MYEF2,50804
19078,TNFRSF19,55504
19079,C10orf143,387723
19080,VPS36,51028
19081,TRIM77,390231
19082,SERPINA10,51156
19083,CLEC4E,26253
19084,FBXO6,26270
19085,SCARNA23,677773
19086,RBAK-RBAKDN,100533952
19087,HLA-DMB,3109
19088,OR2L5,81466
19089,SHC3,53358
19090,NPIPA7,101059938
19091,GATA1,2623
19092,ZNF559,84527
19093,GID8,54994
19094,CENPBD1,92806
19095,LINC01686,284648
19096,GOLGA6L7,728310
19097,AC119868.1,105372179
19098,PIAS4,51588
19099,IQCN,80726
19100,DPYSL3,1809
19101,FAF2,23197
19102,TCF25,22980
19103,AGFG2,3268
19104,TCF24,100129654
19105,DNA2,1763
19106,UBE2D3,7323
19107,SYCE1L,100130958
19108,WNT11,7481
19109,MIR1238,100302226
19110,MCCC2,64087
19111,ALDH3A1,218
19112,SNORD82,25826
19113,MARCHF8,220972
19114,SNRNP27,11017
19115,SULT4A1,25830
19116,GMNC,647309
19117,AL358075.2,101929626
19118,ADAM11,4185
19119,BAMBI,25805
19120,SPAG5,10615
19121,KANK2,25959
19122,OR2L13,284521
19123,RBPMS2,348093
19124,ODAM,54959
19125,AC091153.3,101559451
19126,MIR7159,102466816
19127,NKPD1,284353
19128,PIK3CD-AS2,101929074
19129,TSNAXIP1,55815
19130,IFT27,11020
19131,PSMD4,5710
19132,OR52K1,390036
19133,ELOA3B,728929
19134,AKR7A3,22977
19135,ARG2,384
19136,GDA,9615
19137,PCM1,5108
19138,TSPAN12,23554
19139,CAP2,10486
19140,TMEM246-AS1,101928470
19141,TRIM25,7706
19142,MIR555,693140
19143,TCERG1,10915
19144,NUS1,116150
19145,TECTA,7007
19146,KIR2DS4,3809
19147,MAD2L2,10459
19148,TIMELESS,8914
19149,NPIPB11,728888
19150,LIPI,149998
19151,SAP18,10284
19152,AP001922.5,105369391
19153,TMLHE,55217
19154,ALOX5AP,241
19155,IFITM1,8519
19156,XRRA1,143570
19157,DNAJC3,5611
19158,PSMG3-AS1,114796
19159,EPC1,80314
19160,AXIN2,8313
19161,KMT2D,8085
19162,PRAMENP,649179
19163,KCNK3,3777
19164,KIAA2013,90231
19165,CLCN4,1183
19166,UBQLN1,29979
19167,SSUH2,51066
19168,IL7R,3575
19169,PPP1R9B,84687
19170,ERI1,90459
19171,KRTAP12-3,386683
19172,MRPS24,64951
19173,HEPHL1,341208
19174,ANXA4,307
19175,MIR3167,100422918
19176,RNF6,6049
19177,DMXL2,23312
19178,HCRT,3060
19179,MIR550A2,693134
19180,VIM,7431
19181,MIR20A,406982
19182,PADI6,353238
19183,EEF1A2,1917
19184,MBOAT7,79143
19185,PIK3CB,5291
19186,GC,2638
19187,CR2,1380
19188,TRNT1,51095
19189,GDAP2,54834
19190,LINC02323,105370681
19191,SDC4,6385
19192,MIR630,693215
19193,CENPF,1063
19194,ANKRD36BP1,84832
19195,MUSTN1,389125
19196,GDF2,2658
19197,LRP12,29967
19198,ADGRD1,283383
19199,MIR378E,100616498
19200,OR2T7,81458
19201,CDCA3,83461
19202,MIR128-1,406915
19203,RIPOR3,140876
19204,MIR4451,100616349
19205,MTMR4,9110
19206,SNORA25B,109623459
19207,LINC00636,285205
19208,MMP16,4325
19209,LINC02571,105375015
19210,ABHD12B,145447
19211,MIR6882,102465531
19212,CNGA2,1260
19213,WDR12,55759
19214,RHOXF2B,727940
19215,NAALADL2-AS3,100862679
19216,TOLLIP,54472
19217,HPGDS,27306
19218,COX5A,9377
19219,EBF1,1879
19220,MIR541,100126308
19221,SHOX2,6474
19222,ZNF329,79673
19223,SMIM26,388789
19224,ADIRF,10974
19225,NUTM2A,728118
19226,ABRAXAS2,23172
19227,AC006213.1,101928063
19228,FGL1,2267
19229,FAM229A,100128071
19230,MBIP,51562
19231,LINC01444,101927642
19232,DNLZ,728489
19233,UBA6,55236
19234,SELENOS,55829
19235,EPHA4,2043
19236,SLC46A3,283537
19237,FAM72D,728833
19238,DAP,1611
19239,MIR141,406933
19240,CCDC174,51244
19241,VWA8,23078
19242,PSD,5662
19243,CCL18,6362
19244,SMIM14,201895
19245,HAGLR,401022
19246,NDUFS6,4726
19247,AC025822.2,101927964
19248,ZNF257,113835
19249,SLC7A7,9056
19250,ERCC3,2071
19251,RECQL5,9400
19252,FAM193A,8603
19253,NRDE2,55051
19254,AC124804.1,101928251
19255,UBE2O,63893
19256,SLC9A8,23315
19257,PKN3,29941
19258,AL354761.1,102723971
19259,BPIFB6,128859
19260,ACTR1A,10121
19261,ENDOG,2021
19262,AC125793.1,101928417
19263,CDKN2B,1030
19264,PIGBOS1,101928527
19265,MDK,4192
19266,MFSD2A,84879
19267,MAPK15,225689
19268,QPCT,25797
19269,MAP3K14,9020
19270,HLA-B,3106
19271,SMIM34A,388820
19272,RFPL3,10738
19273,ZBP1,81030
19274,GPX5,2880
19275,PRDM16-DT,440556
19276,PIGS,94005
19277,ARHGEF3-AS1,100874200
19278,TRADD,8717
19279,MIR4422,100616272
19280,TSHZ1,10194
19281,C14orf93,60686
19282,CST2,1470
19283,LINC02441,105370070
19284,AC087071.1,100128325
19285,ZNF454,285676
19286,TMEM50B,757
19287,SNORA22C,109616965
19288,MCUR1,63933
19289,KHNYN,23351
19290,RAD51AP1,10635
19291,SMNDC1,10285
19292,OR7E47P,26628
19293,SNRPB2,6629
19294,OR10W1,81341
19295,MIR6869,102465524
19296,OBP2B,29989
19297,FABP9,646480
19298,LINC00310,114036
19299,ALDH4A1,8659
19300,SFRP2,6423
19301,SKP2,6502
19302,FAM160B1,57700
19303,MIR548J,100313914
19304,SNAPC2,6618
19305,SERPINB6,5269
19306,MIR3622B,100500871
19307,AC114757.1,105374438
19308,FAM114A2,10827
19309,LINC00922,283867
19310,CIAO2A,84191
19311,CRLF3,51379
19312,CCDC142,84865
19313,LINC02443,101929584
19314,VPS33B-DT,101926911
19315,RAB22A,57403
19316,MIR2052,100302260
19317,C20orf141,128653
19318,RASD1,51655
19319,NOTCH2NLC,100996717
19320,HEPH,9843
19321,MIR2276,100313842
19322,RALGAPA2,57186
19323,TNRC6B,23112
19324,B4GALNT3,283358
19325,LDOC1,23641
19326,MRPS27,23107
19327,NLGN1-AS1,100874010
19328,LINC01269,103695436
19329,CHCHD10,400916
19330,NXF3,56000
