,gene_symbol,ensembl_id
787,AC017015.2,ENSG00000242190
788,RNU1-88P,ENSG00000238554
789,AL353681.1,ENSG00000235612
790,L34079.1,ENSG00000268361
791,DUSP12P1,ENSG00000277000
792,AL353898.3,ENSG00000280378
793,AC100803.2,ENSG00000244998
794,ZNF202,ENSG00000166261
795,IGKV1OR2-3,ENSG00000204670
796,TSC22D1,ENSG00000102804
797,SLC16A1,ENSG00000155380
798,SORBS2,ENSG00000154556
799,AP000916.1,ENSG00000254937
800,AC087521.1,ENSG00000244953
801,OR5BC1P,ENSG00000255218
802,KCNC2,ENSG00000166006
803,AP005902.2,ENSG00000253332
804,AC006349.1,ENSG00000258513
805,AC090236.1,ENSG00000267396
806,AC063977.4,ENSG00000268652
807,ZNF415,ENSG00000170954
808,FZD6,ENSG00000164930
809,CAPN8,ENSG00000203697
810,AL691432.2,ENSG00000272106
811,NR2F2-AS1,ENSG00000247809
812,AL929472.2,ENSG00000230955
813,KHNYN,ENSG00000100441
814,AL360181.1,ENSG00000226699
815,UXT,ENSG00000126756
816,ACOXL,ENSG00000153093
817,NUDT16L1,ENSG00000168101
818,ZSWIM8,ENSG00000214655
819,NUP107,ENSG00000111581
820,AC011979.1,ENSG00000239470
821,FAM160A1-DT,ENSG00000251611
822,IGHV1-69-2,ENSG00000281990
823,AC012519.1,ENSG00000225662
824,AC093426.2,ENSG00000287589
825,ZNF318,ENSG00000171467
826,PEX12P1,ENSG00000215418
827,AC103808.5,ENSG00000266614
828,KCNQ1-AS1,ENSG00000229414
829,MFHAS1,ENSG00000147324
830,SAR1AP1,ENSG00000228364
831,SNX18P9,ENSG00000224185
832,ARID1B,ENSG00000049618
833,,ENSG00000271394
834,AL353611.2,ENSG00000279935
835,UPB1,ENSG00000100024
836,AL021877.1,ENSG00000235485
837,AL590068.1,ENSG00000228800
838,WASHC4,ENSG00000136051
839,AL132640.1,ENSG00000259502
840,LINC01647,ENSG00000235643
841,SEPTIN4-AS1,ENSG00000264672
842,AC027601.5,ENSG00000287431
843,TMEM248P1,ENSG00000249555
844,AC011450.1,ENSG00000197813
845,AL354941.1,ENSG00000215297
846,POLR2D,ENSG00000144231
847,TMEM87B,ENSG00000153214
848,AC117394.2,ENSG00000244268
849,DUSP9,ENSG00000130829
850,RARS1,ENSG00000113643
851,AC005609.3,ENSG00000278915
852,DPH3P2,ENSG00000237040
853,IGKV3-20,ENSG00000239951
854,THEMIS2,ENSG00000130775
855,COL11A2,ENSG00000204248
856,TMEM129,ENSG00000168936
857,ZNF304,ENSG00000131845
858,ATPAF1,ENSG00000123472
859,AL159987.1,ENSG00000169164
860,AP000459.1,ENSG00000227716
861,AC006017.1,ENSG00000229591
862,AC015983.2,ENSG00000234418
863,CDHR5,ENSG00000099834
864,WBP1L,ENSG00000166272
865,AC126121.2,ENSG00000242545
866,LINC01095,ENSG00000248809
867,CR589904.2,ENSG00000286015
868,AL451164.3,ENSG00000288566
869,AC090630.1,ENSG00000257239
870,AC138938.1,ENSG00000248308
871,RFC3P1,ENSG00000236158
872,IKZF1,ENSG00000185811
873,CD48,ENSG00000117091
874,LINC02351,ENSG00000277987
875,AL355075.6,ENSG00000287735
876,ITGB7,ENSG00000139626
877,AC104073.2,ENSG00000237026
878,AC012488.2,ENSG00000286165
879,AC024085.1,ENSG00000270992
880,ADAD1,ENSG00000164113
881,ACTBP8,ENSG00000220267
882,SOX2,ENSG00000181449
883,NAV2-AS4,ENSG00000254622
884,OR4H12P,ENSG00000176312
885,AL137018.1,ENSG00000286944
886,CARTPT,ENSG00000164326
887,CHRND,ENSG00000135902
888,CREG2,ENSG00000175874
889,AC011458.1,ENSG00000270402
890,IL1RAPL2,ENSG00000189108
891,MLXIPL,ENSG00000009950
892,AP000997.3,ENSG00000260254
893,AC126544.1,ENSG00000280022
894,PMS2P8,ENSG00000273897
895,RNA5SP245,ENSG00000201109
896,AL359094.2,ENSG00000232935
897,UBASH3A,ENSG00000160185
898,RPL23AP20,ENSG00000235990
899,LINC01582,ENSG00000259611
900,ZNF619,ENSG00000177873
901,AIMP1P1,ENSG00000234187
902,DNAJB5,ENSG00000137094
903,CTRB2,ENSG00000168928
904,AC002094.1,ENSG00000258924
905,ZNRF4,ENSG00000105428
906,FEZF2,ENSG00000153266
907,AC079793.1,ENSG00000228655
908,SPOUT1,ENSG00000198917
909,BX284656.2,ENSG00000238192
910,AC009263.1,ENSG00000234639
911,,ENSG00000258045
912,AC109780.2,ENSG00000226724
913,AC022916.4,ENSG00000267782
914,HSD11B1-AS1,ENSG00000227591
915,TMED7-TICAM2,ENSG00000251201
916,RLN1,ENSG00000107018
917,TEX55,ENSG00000163424
918,OR4C45,ENSG00000260811
919,AC005261.4,ENSG00000268723
920,AC026583.1,ENSG00000259252
921,AC079949.3,ENSG00000286016
922,LINC02713,ENSG00000255502
923,BCAT1,ENSG00000060982
924,RAB11FIP5,ENSG00000135631
925,AC022098.2,ENSG00000267670
926,AC103851.1,ENSG00000249368
927,TAF7,ENSG00000178913
928,ZNF200,ENSG00000010539
929,AC138649.2,ENSG00000277435
930,LINC01621,ENSG00000235357
931,ARHGAP42-AS1,ENSG00000248027
932,LRP6,ENSG00000070018
933,AL162253.2,ENSG00000286162
934,TMEM221,ENSG00000188051
935,AL606760.3,ENSG00000259818
936,ANKRD10-IT1,ENSG00000229152
937,AHCYL1,ENSG00000168710
938,AL360089.1,ENSG00000235533
939,BTF3P3,ENSG00000254272
940,AC022616.2,ENSG00000253186
941,CR392000.1,ENSG00000279813
942,COX5A,ENSG00000178741
943,AC010401.2,ENSG00000263234
944,UBE2D3P3,ENSG00000224690
945,AC025575.1,ENSG00000257454
946,AC073592.5,ENSG00000279121
947,FBXO45,ENSG00000174013
948,AL445123.1,ENSG00000234675
949,AC004386.4,ENSG00000275625
950,NF1,ENSG00000196712
951,AL355497.1,ENSG00000219298
952,OR1L3,ENSG00000171481
953,AC064807.3,ENSG00000254136
954,,ENSG00000274471
955,LINC02458,ENSG00000246363
956,AC011500.1,ENSG00000269188
957,AC025423.4,ENSG00000257181
958,IGHV1-67,ENSG00000253274
959,DPRXP2,ENSG00000271304
960,AC079340.3,ENSG00000287504
961,NNAT,ENSG00000053438
962,NDUFA12,ENSG00000184752
963,AP002748.1,ENSG00000201733
964,DDX19A,ENSG00000168872
965,HNRNPA1P4,ENSG00000206228
966,U73166.1,ENSG00000230454
967,AL021937.2,ENSG00000232218
968,KRT17P2,ENSG00000186831
969,ZBED3-AS1,ENSG00000250802
970,AC008638.2,ENSG00000250006
971,ASAP1-IT2,ENSG00000280543
972,ANKMY2,ENSG00000106524
973,ZNF649-AS1,ENSG00000268095
974,UMLILO,ENSG00000228277
975,AC025181.2,ENSG00000272086
976,LINC01080,ENSG00000281721
977,CPP,ENSG00000253525
978,ZNF584,ENSG00000171574
979,AC009108.2,ENSG00000260387
980,CFAP70,ENSG00000156042
981,AL445529.1,ENSG00000214641
982,ZNF692,ENSG00000171163
983,LIMS3,ENSG00000256977
984,SNRPEP10,ENSG00000227002
985,AC100757.2,ENSG00000274835
986,MMEL1,ENSG00000142606
987,EPS8L1,ENSG00000131037
988,AC068338.2,ENSG00000260274
989,ST13P2,ENSG00000235616
990,AC003002.2,ENSG00000268533
991,AL162408.1,ENSG00000229206
992,SFXN3,ENSG00000107819
993,RBFOX3,ENSG00000167281
994,AC136628.3,ENSG00000253520
995,XRCC2,ENSG00000196584
996,RN7SKP158,ENSG00000222385
997,AL928711.1,ENSG00000259984
998,AL355802.3,ENSG00000271754
999,AC087721.1,ENSG00000259396
1000,AC139769.3,ENSG00000277493
1001,AC002074.2,ENSG00000285964
1002,RBM47,ENSG00000163694
1003,LSM12P1,ENSG00000232024
1004,BEX3,ENSG00000166681
1005,AL117339.2,ENSG00000234941
1006,MIR7515HG,ENSG00000236172
1007,SNHG12,ENSG00000197989
1008,PLEKHB2,ENSG00000115762
1009,ZBED4,ENSG00000100426
1010,RNF224,ENSG00000233198
1011,LINC02189,ENSG00000260026
1012,AC005906.3,ENSG00000285523
1013,CCL16,ENSG00000275152
1014,TTC3,ENSG00000182670
1015,AC011718.1,ENSG00000276874
1016,TBL2,ENSG00000106638
1017,TPTEP2-CSNK1E,ENSG00000283900
1018,HSPD1,ENSG00000144381
1019,AL357127.2,ENSG00000286344
1020,PRPSAP2,ENSG00000141127
1021,AL357562.1,ENSG00000280142
1022,DHX34,ENSG00000134815
1023,ZNF284,ENSG00000186026
1024,AL354989.2,ENSG00000239392
1025,AC022903.2,ENSG00000285559
1026,BX322559.1,ENSG00000228355
1027,RPS26P35,ENSG00000242206
1028,MT1E,ENSG00000169715
1029,FAM47E,ENSG00000189157
1030,AL359436.1,ENSG00000286343
1031,GPR156,ENSG00000175697
1032,RN7SL242P,ENSG00000244389
1033,HSP90AA6P,ENSG00000181359
1034,LONRF2P2,ENSG00000233905
1035,CDR2,ENSG00000140743
1036,HNRNPA1P17,ENSG00000243188
1037,AL356807.1,ENSG00000285826
1038,WDR5B,ENSG00000196981
1039,OR7E91P,ENSG00000205847
1040,ZSCAN25,ENSG00000197037
1041,KRT79,ENSG00000185640
1042,FAM181B,ENSG00000182103
1043,KCNF1,ENSG00000162975
1044,EBF1,ENSG00000164330
1045,BTF3L4P4,ENSG00000229226
1046,AC104803.1,ENSG00000249883
1047,AL080243.1,ENSG00000213857
1048,RNA5SP248,ENSG00000202472
1049,PPIL1,ENSG00000137168
1050,SIKE1,ENSG00000052723
1051,DPH2,ENSG00000132768
1052,MYOF,ENSG00000138119
1053,AL353616.1,ENSG00000224025
1054,AP000345.2,ENSG00000272733
1055,GACAT2,ENSG00000265962
1056,PPP1R17,ENSG00000106341
1057,AL133264.1,ENSG00000218806
1058,SMARCAL1-AS1,ENSG00000235042
1059,CCDC151,ENSG00000198003
1060,LINC01563,ENSG00000236819
1061,AL354861.1,ENSG00000227358
1062,BANF1P3,ENSG00000237758
1063,U62631.1,ENSG00000269553
1064,TNFRSF25,ENSG00000215788
1065,,ENSG00000279980
1066,NT5M,ENSG00000205309
1067,FAM207BP,ENSG00000228797
1068,MTDHP1,ENSG00000270948
1069,DGKB,ENSG00000136267
1070,PGGHG,ENSG00000142102
1071,AC106872.7,ENSG00000250430
1072,AC113340.1,ENSG00000232174
1073,CCDC140,ENSG00000163081
1074,DCTN2,ENSG00000175203
1075,AL512310.10,ENSG00000273558
1076,MTND5P21,ENSG00000255123
1077,SEC23B,ENSG00000101310
1078,AC046185.1,ENSG00000125695
1079,FAM86FP,ENSG00000164845
1080,SLIT2,ENSG00000145147
1081,RGMA,ENSG00000182175
1082,PGBD4P4,ENSG00000248877
1083,AC108063.1,ENSG00000249234
1084,GATA6,ENSG00000141448
1085,AC080013.2,ENSG00000271778
1086,AL020997.4,ENSG00000286433
1087,AC023509.1,ENSG00000257379
1088,PPP2R3A,ENSG00000073711
1089,AC109445.1,ENSG00000248591
1090,LINC02073,ENSG00000267452
1091,TP53I11,ENSG00000175274
1092,,ENSG00000199977
1093,SKP2P1,ENSG00000229693
1094,AC090578.3,ENSG00000286984
1095,AC012368.2,ENSG00000228079
1096,NBR1,ENSG00000188554
1097,RNA5SP301,ENSG00000199407
1098,CKS1BP5,ENSG00000250972
1099,AC103853.1,ENSG00000253420
1100,LRRFIP2P1,ENSG00000237014
1101,GSTO1,ENSG00000148834
1102,TRIM74,ENSG00000155428
1103,AC012101.2,ENSG00000287281
1104,TMCO3,ENSG00000150403
1105,AC009970.1,ENSG00000233953
1106,BRD9P1,ENSG00000254736
1107,ZNF451,ENSG00000112200
1108,TAGLN2,ENSG00000158710
1109,NEK10,ENSG00000163491
1110,ST13P11,ENSG00000213368
1111,AL136979.1,ENSG00000227914
1112,CFAP126,ENSG00000188931
1113,AC009053.1,ENSG00000214331
1114,CARS1-AS1,ENSG00000247473
1115,AC002472.1,ENSG00000226872
1116,AC006144.1,ENSG00000233433
1117,AL031985.3,ENSG00000260920
1118,CBX2,ENSG00000173894
1119,ISCA2,ENSG00000165898
1120,C5orf67,ENSG00000225940
1121,GCAT,ENSG00000100116
1122,RPL15P1,ENSG00000227343
1123,RPL18P1,ENSG00000242417
1124,SLC25A18,ENSG00000182902
1125,AC078843.1,ENSG00000200113
1126,EEF1A1P20,ENSG00000249963
1127,AC133040.1,ENSG00000287567
1128,AC010387.2,ENSG00000287199
1129,KNG1,ENSG00000113889
1130,ACADL,ENSG00000115361
1131,PSMC2,ENSG00000161057
1132,GLUD1P4,ENSG00000267486
1133,PRSS2,ENSG00000275896
1134,AL450992.1,ENSG00000229021
1135,LINC00308,ENSG00000184856
1136,PNN,ENSG00000100941
1137,AL645941.1,ENSG00000223837
1138,AC006357.1,ENSG00000230033
1139,ENPP7P4,ENSG00000241278
1140,AC016716.1,ENSG00000224731
1141,RMDN2,ENSG00000115841
1142,LINGO1-AS2,ENSG00000259281
1143,AC005697.1,ENSG00000266202
1144,AC144521.1,ENSG00000272477
1145,AC107393.1,ENSG00000249416
1146,AC009041.1,ENSG00000260496
1147,ATP6V1E1P2,ENSG00000266549
1148,FGF4,ENSG00000075388
1149,RPS26P11,ENSG00000196933
1150,AC007344.1,ENSG00000260850
1151,SLC25A6P2,ENSG00000232203
1152,AC244100.1,ENSG00000273736
1153,AC091826.2,ENSG00000271904
1154,TMEM258,ENSG00000134825
1155,LINC02692,ENSG00000198454
1156,AC109495.1,ENSG00000260945
1157,AC067930.9,ENSG00000287576
1158,AL139317.5,ENSG00000285664
1159,ARHGDIB,ENSG00000111348
1160,PPP3CB,ENSG00000107758
1161,PTPRH,ENSG00000080031
1162,LINC01028,ENSG00000267603
1163,SEPTIN14P21,ENSG00000231512
1164,AC099343.3,ENSG00000286292
1165,CFC1B,ENSG00000152093
1166,INHBC,ENSG00000175189
1167,GOLGA8IP,ENSG00000277561
1168,POM121B,ENSG00000205578
1169,GFPT1,ENSG00000198380
1170,LINC01216,ENSG00000250223
1171,AC105094.1,ENSG00000267038
1172,AC010620.2,ENSG00000269839
1173,H2AX,ENSG00000188486
1174,ALG10,ENSG00000139133
1175,SDCBP2P1,ENSG00000223389
1176,LINC00850,ENSG00000280752
1177,BPGM,ENSG00000172331
1178,BMPER,ENSG00000164619
1179,ZNF423,ENSG00000102935
1180,PSD4,ENSG00000125637
1181,AL162393.1,ENSG00000232905
1182,AP000844.2,ENSG00000238117
1183,AC124916.2,ENSG00000270285
1184,CARS1P1,ENSG00000271232
1185,ZNF514,ENSG00000144026
1186,AC073389.3,ENSG00000272791
1187,AL451074.1,ENSG00000215838
1188,ZNF652P1,ENSG00000235278
1189,RPL38P4,ENSG00000250562
1190,USP45,ENSG00000123552
1191,AC114781.4,ENSG00000251647
1192,GABARAPL1-AS1,ENSG00000255958
1193,ELOAP1,ENSG00000235640
1194,RN7SKP248,ENSG00000252087
1195,AC008055.1,ENSG00000257580
1196,CLDN19,ENSG00000164007
1197,AC005005.4,ENSG00000278920
1198,GOLGA6L3,ENSG00000188388
1199,AC010886.1,ENSG00000224414
1200,LINC01166,ENSG00000232903
1201,ARID5A,ENSG00000196843
1202,AL606468.1,ENSG00000229983
1203,AC018904.2,ENSG00000259476
1204,PWRN2,ENSG00000260551
1205,AC114760.2,ENSG00000272211
1206,OR2T3,ENSG00000196539
1207,PMS2P7,ENSG00000229018
1208,AC010719.1,ENSG00000270933
1209,AC012313.2,ENSG00000268049
1210,AC006478.2,ENSG00000287039
1211,LINC00686,ENSG00000237687
1212,LINC00407,ENSG00000237585
1213,RN7SKP131,ENSG00000222630
1214,ATP5F1E,ENSG00000124172
1215,AC010643.1,ENSG00000268686
1216,TRBV20-1,ENSG00000211747
1217,SLC9A2,ENSG00000115616
1218,ST7-AS2,ENSG00000226367
1219,BLZF2P,ENSG00000258565
1220,AL121985.1,ENSG00000228863
1221,TMEM165,ENSG00000134851
1222,AC120057.3,ENSG00000279641
1223,AL121762.1,ENSG00000286483
1224,AC112907.3,ENSG00000263826
1225,SCD5,ENSG00000145284
1226,RNU12-2P,ENSG00000201659
1227,RNU4-6P,ENSG00000222736
1228,AC010323.2,ENSG00000268884
1229,CERS6,ENSG00000172292
1230,AL031289.2,ENSG00000287743
1231,TMEM212-AS1,ENSG00000234717
1232,AL133372.2,ENSG00000248975
1233,AL021331.1,ENSG00000217447
1234,DDN,ENSG00000181418
1235,CBR3-AS1,ENSG00000236830
1236,TP73-AS3,ENSG00000227589
1237,JAK3,ENSG00000105639
1238,LINC00601,ENSG00000235180
1239,AC117529.2,ENSG00000250422
1240,RPS3AP6,ENSG00000234797
1241,AC079380.1,ENSG00000251388
1242,AL358215.1,ENSG00000270380
1243,LRRC37A2,ENSG00000238083
1244,AC008278.2,ENSG00000234022
1245,LINC00112,ENSG00000232401
1246,TOMM22P2,ENSG00000232195
1247,AC073842.1,ENSG00000235077
1248,RNVU1-7,ENSG00000206585
1249,AC002066.1,ENSG00000237813
1250,AC006230.1,ENSG00000287778
1251,RPL27AP3,ENSG00000236667
1252,AL158066.2,ENSG00000285323
1253,AC133041.1,ENSG00000272710
1254,AC067956.1,ENSG00000236451
1255,AL157756.1,ENSG00000254718
1256,AC093802.1,ENSG00000220256
1257,TEDC2,ENSG00000162062
1258,AC136489.1,ENSG00000229491
1259,ACADSB,ENSG00000196177
1260,IGFL1P1,ENSG00000268879
1261,AL139260.3,ENSG00000274944
1262,AL445584.2,ENSG00000275649
1263,AC084128.1,ENSG00000253699
1264,AP001889.1,ENSG00000255210
1265,CA5B,ENSG00000169239
1266,DBF4P1,ENSG00000235489
1267,AC091390.2,ENSG00000239486
1268,AL109653.1,ENSG00000270709
1269,SLC44A4,ENSG00000204385
1270,ORC1,ENSG00000085840
1271,SNORA9B,ENSG00000206897
1272,LINC02137,ENSG00000260186
1273,SMYD3-IT1,ENSG00000230184
1274,SVIL2P,ENSG00000234814
1275,RASAL1,ENSG00000111344
1276,PCDHB3,ENSG00000113205
1277,TOMM22P1,ENSG00000237427
1278,LINC00930,ENSG00000258647
1279,TRIQK,ENSG00000205133
1280,AL354813.1,ENSG00000255438
1281,AC025588.1,ENSG00000268379
1282,AL133405.1,ENSG00000286631
1283,AL645768.1,ENSG00000286502
1284,AC005280.2,ENSG00000284930
1285,BNIP3P25,ENSG00000268322
1286,PLEKHF1,ENSG00000166289
1287,LINC01766,ENSG00000224910
1288,LINC01342,ENSG00000223823
1289,RN7SL250P,ENSG00000244107
1290,IL6RP1,ENSG00000234910
1291,ARHGAP20,ENSG00000137727
1292,AC027702.1,ENSG00000260588
1293,AL512363.1,ENSG00000224984
1294,AC055811.3,ENSG00000266498
1295,GPR1-AS,ENSG00000279220
1296,AL731533.3,ENSG00000287560
1297,ZNF131,ENSG00000172262
1298,AC022893.2,ENSG00000260838
1299,AC034229.4,ENSG00000272417
1300,TAAR2,ENSG00000146378
1301,DENR,ENSG00000139726
1302,AC120498.3,ENSG00000260403
1303,IDI1P1,ENSG00000237939
1304,YOD1,ENSG00000180667
1305,DNAJB12,ENSG00000148719
1306,COL6A4P2,ENSG00000228252
1307,RPL17P44,ENSG00000241088
1308,HIGD1AP9,ENSG00000258104
1309,AC005154.4,ENSG00000264520
1310,USP21P1,ENSG00000224826
1311,LINC01948,ENSG00000248727
1312,AC032044.2,ENSG00000280408
1313,BMS1P21,ENSG00000283101
1314,MTHFR,ENSG00000177000
1315,SLC5A11,ENSG00000158865
1316,PPEF1-AS1,ENSG00000237221
1317,AC114778.1,ENSG00000274845
1318,SEPTIN14P12,ENSG00000235748
1319,MTND1P28,ENSG00000230158
1320,RNF151,ENSG00000179580
1321,KRTAP5-1,ENSG00000205869
1322,AC107918.6,ENSG00000287798
1323,OVOL1,ENSG00000172818
1324,RN7SL208P,ENSG00000264391
1325,YTHDF1,ENSG00000149658
1326,FP885919.1,ENSG00000274067
1327,WBP1LP8,ENSG00000273640
1328,TMEM14DP,ENSG00000214881
1329,ASB1,ENSG00000065802
1330,AC087500.2,ENSG00000263164
1331,HNRNPA1P66,ENSG00000229221
1332,MIR924HG,ENSG00000267374
1333,BTN3A1,ENSG00000026950
1334,MTCO2P1,ENSG00000229690
1335,AC090340.1,ENSG00000277837
1336,AL121956.1,ENSG00000233365
1337,LAMTOR5-AS1,ENSG00000224699
1338,AC012645.3,ENSG00000261416
1339,AC105940.2,ENSG00000234775
1340,AL139353.2,ENSG00000250365
1341,AC013828.1,ENSG00000255088
1342,AC107881.1,ENSG00000286521
1343,AC006947.1,ENSG00000229330
1344,CHST12,ENSG00000136213
1345,AC122108.1,ENSG00000259187
1346,AC020913.1,ENSG00000268056
1347,AL713866.2,ENSG00000271187
1348,C4orf17,ENSG00000138813
1349,KRT89P,ENSG00000274928
1350,AL117382.1,ENSG00000226812
1351,AL022393.1,ENSG00000280107
1352,AC009743.1,ENSG00000233919
1353,RN7SL308P,ENSG00000243951
1354,AC133480.1,ENSG00000258235
1355,LINC01570,ENSG00000260338
1356,AC007742.1,ENSG00000275578
1357,AC005790.1,ENSG00000274447
1358,POLR2DP2,ENSG00000244565
1359,RN7SL767P,ENSG00000241529
1360,AL139039.2,ENSG00000217181
1361,AP001596.2,ENSG00000273115
1362,WDR24,ENSG00000127580
1363,AC145207.6,ENSG00000263859
1364,AL353588.1,ENSG00000272442
1365,AL139260.1,ENSG00000228436
1366,DNAJA1P4,ENSG00000218089
1367,YIPF5,ENSG00000145817
1368,RPL23AP6,ENSG00000214835
1369,UHRF1BP1,ENSG00000065060
1370,LPCAT1,ENSG00000153395
1371,RHOD,ENSG00000173156
1372,APOBEC3H,ENSG00000100298
1373,AL357558.2,ENSG00000234967
1374,RCAN3,ENSG00000117602
1375,ADAM21,ENSG00000139985
1376,SYCP2,ENSG00000196074
1377,SLC25A15P5,ENSG00000249288
1378,XKRYP1,ENSG00000238067
1379,AC107297.1,ENSG00000240572
1380,RN7SL864P,ENSG00000239923
1381,ZHX1-C8orf76,ENSG00000259305
1382,AC093716.1,ENSG00000235243
1383,EIF3LP1,ENSG00000258501
1384,ORC5,ENSG00000164815
1385,CRB2,ENSG00000148204
1386,RPUSD4,ENSG00000165526
1387,AC012313.10,ENSG00000279611
1388,LRFN3,ENSG00000126243
1389,AC092723.3,ENSG00000285012
1390,GAPDHP26,ENSG00000229541
1391,CNN2P11,ENSG00000237383
1392,TMPRSS3,ENSG00000160183
1393,CCER1,ENSG00000197651
1394,PTMAP1,ENSG00000228415
1395,AC010320.4,ENSG00000269535
1396,CENPW,ENSG00000203760
1397,RAD1P2,ENSG00000233473
1398,AC099681.2,ENSG00000231394
1399,AC007527.1,ENSG00000256306
1400,CR382285.1,ENSG00000270533
1401,MTND3P12,ENSG00000259626
1402,HAUS1P1,ENSG00000251453
1403,BCL2L1-AS1,ENSG00000236559
1404,OR2B3,ENSG00000204703
1405,RPS27AP15,ENSG00000229753
1406,,ENSG00000278569
1407,AC009093.9,ENSG00000284671
1408,ATRIP,ENSG00000164053
1409,AC124068.1,ENSG00000259948
1410,NICN1,ENSG00000145029
1411,ECI2-DT,ENSG00000234817
1412,ASNSP1,ENSG00000248498
1413,IL17REL,ENSG00000188263
1414,SLC7A11,ENSG00000151012
1415,U62317.2,ENSG00000272940
1416,KLHL20,ENSG00000076321
1417,ANAPC1P5,ENSG00000275597
1418,AL110114.1,ENSG00000286787
1419,LINC01559,ENSG00000180861
1420,ABBA01045074.1,ENSG00000286916
1421,SEC14L3,ENSG00000100012
1422,NUMA1,ENSG00000137497
1423,SLC29A4,ENSG00000164638
1424,OR1H1P,ENSG00000228914
1425,MESP2,ENSG00000188095
1426,CDH26,ENSG00000124215
1427,RWDD2A,ENSG00000013392
1428,SMPD1,ENSG00000166311
1429,LINC01054,ENSG00000229723
1430,LINC00476,ENSG00000175611
1431,UBE2R2-AS1,ENSG00000235481
1432,AC010746.1,ENSG00000202434
1433,AC012301.1,ENSG00000267146
1434,TMEM275,ENSG00000282881
1435,AL359813.1,ENSG00000287055
1436,AC022916.3,ENSG00000267744
1437,,ENSG00000207034
1438,AL021937.1,ENSG00000230736
1439,OSTCP3,ENSG00000269608
1440,LINC01431,ENSG00000232645
1441,TDGF1,ENSG00000241186
1442,CENPJ,ENSG00000151849
1443,RAPGEFL1,ENSG00000108352
1444,ERI1,ENSG00000104626
1445,SCN1A,ENSG00000144285
1446,AC009365.3,ENSG00000227197
1447,AC105219.2,ENSG00000254574
1448,AC010336.4,ENSG00000268149
1449,ANKRD12,ENSG00000101745
1450,,ENSG00000221040
1451,RBM33,ENSG00000184863
1452,AC097486.1,ENSG00000249943
1453,MZT1P1,ENSG00000271264
1454,AP000254.2,ENSG00000273271
1455,AP000553.3,ENSG00000273342
1456,CDKN1B,ENSG00000111276
1457,AC114489.1,ENSG00000224409
1458,ASB8,ENSG00000177981
1459,TUBB8P2,ENSG00000218896
1460,AC022098.4,ENSG00000275091
1461,ATXN1-AS1,ENSG00000229931
1462,NT5C,ENSG00000125458
1463,HSPD1P18,ENSG00000248351
1464,HMGN1P37,ENSG00000229237
1465,AC079305.1,ENSG00000222043
1466,C12orf57,ENSG00000111678
1467,ALG1L5P,ENSG00000226943
1468,KRTAP12-6P,ENSG00000276647
1469,FJX1,ENSG00000179431
1470,PEX10,ENSG00000157911
1471,LINC01248,ENSG00000224128
1472,MTCYBP3,ENSG00000232373
1473,AL589863.1,ENSG00000268659
1474,TBC1D10A,ENSG00000099992
1475,EPHX1,ENSG00000143819
1476,AL354694.1,ENSG00000273056
1477,C4BPA,ENSG00000123838
1478,AL162231.2,ENSG00000230074
1479,AC117377.1,ENSG00000258039
1480,CNN2,ENSG00000064666
1481,ANAPC15,ENSG00000110200
1482,SPAG11A,ENSG00000178287
1483,AC007241.2,ENSG00000282909
1484,PIGPP2,ENSG00000234204
1485,AC105105.2,ENSG00000267675
1486,RN7SL419P,ENSG00000243883
1487,AC131274.3,ENSG00000264970
1488,AC093298.2,ENSG00000286121
1489,CIR1P1,ENSG00000253146
1490,AC018845.2,ENSG00000259983
1491,AP000962.1,ENSG00000269950
1492,RAMP2-AS1,ENSG00000197291
1493,CR383656.2,ENSG00000257224
1494,ZFP91-CNTF,ENSG00000255073
1495,AL009179.1,ENSG00000287252
1496,AC099541.1,ENSG00000233096
1497,CYP2A7P2,ENSG00000198251
1498,Z94721.2,ENSG00000272980
1499,EDEM2,ENSG00000088298
1500,EPHX3,ENSG00000105131
1501,AHCYL2,ENSG00000158467
1502,AC231759.1,ENSG00000276474
1503,PTMAP11,ENSG00000269907
1504,AC020928.2,ENSG00000267353
1505,QRSL1P1,ENSG00000215833
1506,RPL12P35,ENSG00000243007
1507,CD40,ENSG00000101017
1508,NUCKS1P1,ENSG00000232864
1509,TATDN1P1,ENSG00000234369
1510,IMPDH1P3,ENSG00000214815
1511,PRTFDC1,ENSG00000099256
1512,TSSC2,ENSG00000223756
1513,STAB1,ENSG00000010327
1514,PCNX2,ENSG00000135749
1515,KDELC1P1,ENSG00000250329
1516,ANG,ENSG00000214274
1517,AC010547.4,ENSG00000261611
1518,AL442067.2,ENSG00000276704
1519,AL121890.3,ENSG00000277087
1520,AC097634.1,ENSG00000270562
1521,BSPH1,ENSG00000188334
1522,GPR137,ENSG00000173264
1523,CPNE6,ENSG00000100884
1524,BCL2L1,ENSG00000171552
1525,AUXG01000058.1,ENSG00000286214
1526,SDF2L1,ENSG00000128228
1527,RPL35P5,ENSG00000225573
1528,GPR108,ENSG00000125734
1529,MTTP,ENSG00000138823
1530,C19orf48,ENSG00000167747
1531,OR52H1,ENSG00000181616
1532,AC022973.5,ENSG00000254317
1533,AL159978.1,ENSG00000285935
1534,CYP2E1,ENSG00000130649
1535,PHYHIP,ENSG00000168490
1536,IGLV3-25,ENSG00000211659
1537,AC004869.1,ENSG00000230680
1538,GPR101,ENSG00000165370
1539,NAE1,ENSG00000159593
