"","orig_GS","orig_ensembl_id","entrenzID","new_GS"
"gene_symbol37417","ZNF808","ENSG00000198482","388558","ZNF808"
"gene_symbol37418","LINC01134","ENSG00000236423","100133612","LINC01134"
"gene_symbol37419","AC002056.2","ENSG00000254499","",""
"gene_symbol37420","ACSBG2","ENSG00000130377","81616","ACSBG2"
"gene_symbol37421","PRICKLE3","ENSG00000012211","4007","PRICKLE3"
"gene_symbol37422","HMGN2P47","ENSG00000259246","",""
"gene_symbol37423","LYPD1","ENSG00000150551","116372","LYPD1"
"gene_symbol37424","AC009093.3","ENSG00000260908","",""
"gene_symbol37425","AC008537.3","ENSG00000279108","",""
"gene_symbol37426","ACTA2-AS1","ENSG00000180139","100132116","ACTA2-AS1"
"gene_symbol37427","MASP1","ENSG00000127241","5648","MASP1"
"gene_symbol37428","ADAM11","ENSG00000073670","4185","ADAM11"
"gene_symbol37429","AL096800.1","ENSG00000217746","",""
"gene_symbol37430","TSPAN31","ENSG00000135452","6302","TSPAN31"
"gene_symbol37431","VPS4A","ENSG00000132612","27183","VPS4A"
"gene_symbol37432","SMPDL3B","ENSG00000130768","27293","SMPDL3B"
"gene_symbol37433","C12orf40","ENSG00000180116","283461","C12orf40"
"gene_symbol37434","PRR5","ENSG00000186654","55615","PRR5"
"gene_symbol37435","RPL7P8","ENSG00000235045","",""
"gene_symbol37436","AL606534.4","ENSG00000253326","",""
"gene_symbol37437","SRGAP3-AS3","ENSG00000227929","100288831","SRGAP3-AS3"
"gene_symbol37438","TSC22D2","ENSG00000196428","9819","TSC22D2"
"gene_symbol37439","PSMA3-AS1","ENSG00000257621","379025","PSMA3-AS1"
"gene_symbol37440","AL445675.2","ENSG00000277704","100420879","LOC100420879"
"gene_symbol37441","SENP6","ENSG00000112701","26054","SENP6"
"gene_symbol37442","AC009081.2","ENSG00000261436","",""
"gene_symbol37443","OR10D1P","ENSG00000196403","26541","OR10D1P"
"gene_symbol37444","AC011008.2","ENSG00000280294","",""
"gene_symbol37445","AC020914.5","ENSG00000269181","",""
"gene_symbol37446","AC069133.1","ENSG00000253762","",""
"gene_symbol37447","SPON1","ENSG00000262655","10418","SPON1"
"gene_symbol37448","IGKV1OR-3","ENSG00000204776","",""
"gene_symbol37449","AL360267.2","ENSG00000285699","",""
"gene_symbol37450","IGLVI-68","ENSG00000254355","28764","IGLVI-68"
"gene_symbol37451","PEDS1-UBE2V1","ENSG00000124208","387522","PEDS1-UBE2V1"
"gene_symbol37452","AC093673.2","ENSG00000272619","",""
"gene_symbol37453","PTGES3P1","ENSG00000234518","",""
"gene_symbol37454","RN7SL665P","ENSG00000264169","106481104","RN7SL665P"
"gene_symbol37455","AC007686.3","ENSG00000273729","",""
"gene_symbol37456","OR7E2P","ENSG00000255203","8587","OR7E2P"
"gene_symbol37457","AL158071.3","ENSG00000237422","",""
"gene_symbol37458","ADCK2","ENSG00000133597","90956","ADCK2"
"gene_symbol37459","AC110751.1","ENSG00000249513","",""
"gene_symbol37460","SNX16","ENSG00000104497","64089","SNX16"
"gene_symbol37461","AC011477.3","ENSG00000267581","",""
"gene_symbol37462","LINC00971","ENSG00000242641","440970","LINC00971"
"gene_symbol37463","PRAMEF29P","ENSG00000234064","",""
"gene_symbol37464","AC133555.3","ENSG00000258150","388242","LOC388242"
"gene_symbol37465","AC132872.4","ENSG00000280407","",""
"gene_symbol37466","AL023755.1","ENSG00000228697","101928565","LOC101928565"
"gene_symbol37467","AC109597.1","ENSG00000260378","",""
"gene_symbol37468","ANTKMT","ENSG00000103254","65990","ANTKMT"
"gene_symbol37469","RPA2P3","ENSG00000255547","",""
"gene_symbol37470","FAM90A26","ENSG00000229924","100287045","FAM90A26"
"gene_symbol37471","ZNF853","ENSG00000236609","54753","ZNF853"
"gene_symbol37472","RAET1K","ENSG00000218358","646024","RAET1K"
"gene_symbol37473","AL117348.2","ENSG00000255835","",""
"gene_symbol37474","HNRNPA1P12","ENSG00000220157","",""
"gene_symbol37475","AC087633.2","ENSG00000277654","440311","LOC440311"
"gene_symbol37476","AL157832.2","ENSG00000237224","",""
"gene_symbol37477","GRK2","ENSG00000173020","156","GRK2"
"gene_symbol37478","WNT8B","ENSG00000075290","7479","WNT8B"
"gene_symbol37479","AC007014.1","ENSG00000262020","",""
"gene_symbol37480","AC006445.3","ENSG00000286297","",""
"gene_symbol37481","CHORDC2P","ENSG00000259050","",""
"gene_symbol37482","RBMS3-AS2","ENSG00000203506","",""
"gene_symbol37483","AC093010.1","ENSG00000241490","107986115","LOC107986115"
"gene_symbol37484","AC108471.1","ENSG00000249019","",""
"gene_symbol37485","FAM219A","ENSG00000164970","203259","FAM219A"
"gene_symbol37486","AL117344.1","ENSG00000218631","100420839","LOC100420839"
"gene_symbol37487","AC125611.2","ENSG00000257954","",""
"gene_symbol37488","AL354950.3","ENSG00000287997","",""
"gene_symbol37489","CPLX2","ENSG00000145920","10814","CPLX2"
"gene_symbol37490","CCDC148-AS1","ENSG00000227480","554201","CCDC148-AS1"
"gene_symbol37491","AC008805.1","ENSG00000267245","",""
"gene_symbol37492","AC117488.1","ENSG00000288022","",""
"gene_symbol37493","AP005901.4","ENSG00000266818","",""
"gene_symbol37494","CBFA2T2","ENSG00000078699","9139","CBFA2T2"
"gene_symbol37495","AC073288.2","ENSG00000242578","",""
"gene_symbol37496","DDX43P3","ENSG00000230196","106481709","DDX43P3"
"gene_symbol37497","AC010181.1","ENSG00000249290","",""
"gene_symbol37498","CCDC117","ENSG00000159873","150275","CCDC117"
"gene_symbol37499","SMARCA1","ENSG00000102038","6594","SMARCA1"
"gene_symbol37500","AC005154.2","ENSG00000244480","",""
"gene_symbol37501","ELOCP36","ENSG00000225896","",""
"gene_symbol37502","PER3","ENSG00000049246","8863","PER3"
"gene_symbol37503","AL359538.3","ENSG00000287376","105370295","LOC105370295"
"gene_symbol37504","HNRNPA1P14","ENSG00000227638","",""
"gene_symbol37505","SLC39A12-AS1","ENSG00000226083","100129213","SLC39A12-AS1"
"gene_symbol37506","AP003696.1","ENSG00000253385","",""
"gene_symbol37507","AC010928.1","ENSG00000267382","",""
"gene_symbol37508","RAB19","ENSG00000146955","401409","RAB19"
"gene_symbol37509","C4orf33","ENSG00000151470","132321","C4orf33"
"gene_symbol37510","ATMIN","ENSG00000166454","23300","ATMIN"
"gene_symbol37511","GPR89A","ENSG00000117262","653519","GPR89A"
"gene_symbol37512","AP001120.5","ENSG00000286812","",""
"gene_symbol37513","ACTG1P15","ENSG00000259904","100418951","ACTG1P15"
"gene_symbol37514","HMGB1P14","ENSG00000180189","",""
"gene_symbol37515","RPSAP34","ENSG00000239939","100270876","RPSAP34"
"gene_symbol37516","RNU1-131P","ENSG00000238833","106480193","RNU1-131P"
"gene_symbol37517","AC005229.3","ENSG00000270200","",""
"gene_symbol37518","THEG","ENSG00000105549","51298","THEG"
"gene_symbol37519","SMIM29","ENSG00000186577","221491","SMIM29"
"gene_symbol37520","AC010240.3","ENSG00000272023","",""
"gene_symbol37521","LRRC34","ENSG00000171757","151827","LRRC34"
"gene_symbol37522","CTRC","ENSG00000162438","11330","CTRC"
"gene_symbol37523","BBC3","ENSG00000105327","27113","BBC3"
"gene_symbol37524","UBE2K","ENSG00000078140","3093","UBE2K"
"gene_symbol37525","MCTP1","ENSG00000175471","79772","MCTP1"
"gene_symbol37526","PIK3IP1-DT","ENSG00000228839","101929760","PIK3IP1-DT"
"gene_symbol37527","SUGT1P3","ENSG00000239827","283507","SUGT1P3"
"gene_symbol37528","LINC00525","ENSG00000146666","84847","LINC00525"
"gene_symbol37529","NAALADL2","ENSG00000177694","254827","NAALADL2"
"gene_symbol37530","AL133260.1","ENSG00000219747","",""
"gene_symbol37531","AC087821.1","ENSG00000278886","",""
"gene_symbol37532","AC067969.1","ENSG00000268055","",""
"gene_symbol37533","LINC02796","ENSG00000227016","",""
"gene_symbol37534","MTMR10","ENSG00000166912","54893","MTMR10"
"gene_symbol37535","SCGN","ENSG00000079689","10590","SCGN"
"gene_symbol37536","AC114492.1","ENSG00000228776","",""
"gene_symbol37537","GINS4","ENSG00000147536","84296","GINS4"
"gene_symbol37538","AL121933.1","ENSG00000201807","",""
"gene_symbol37539","SNRPGP18","ENSG00000257979","106480680","SNRPGP18"
"gene_symbol37540","AC245407.1","ENSG00000277655","",""
"gene_symbol37541","AC009078.2","ENSG00000240338","100506281","LOC100506281"
"gene_symbol37542","AC027807.1","ENSG00000259609","",""
"gene_symbol37543","AC000095.1","ENSG00000270393","",""
"gene_symbol37544","DCAF1","ENSG00000145041","9730","DCAF1"
"gene_symbol37545","DUX4L27","ENSG00000258794","100131369","DUX4L27"
"gene_symbol37546","LINC02457","ENSG00000258018","",""
"gene_symbol37547","FERMT2","ENSG00000073712","10979","FERMT2"
"gene_symbol37548","APRT","ENSG00000198931","353","APRT"
"gene_symbol37549","STRADBP1","ENSG00000213205","",""
"gene_symbol37550","LINC02876","ENSG00000227011","100506650","LINC02876"
"gene_symbol37551","MRPS34","ENSG00000074071","65993","MRPS34"
"gene_symbol37552","ART3","ENSG00000156219","419","ART3"
"gene_symbol37553","TTC25","ENSG00000204815","83538","ODAD4"
"gene_symbol37554","AC092850.2","ENSG00000286462","",""
"gene_symbol37555","RN7SKP150","ENSG00000222448","",""
"gene_symbol37556","ENAM","ENSG00000132464","10117","ENAM"
"gene_symbol37557","HINT1P1","ENSG00000231531","",""
"gene_symbol37558","MYCL","ENSG00000116990","4610","MYCL"
"gene_symbol37559","MEX3D","ENSG00000181588","399664","MEX3D"
"gene_symbol37560","AL109946.1","ENSG00000236064","101928335","LOC101928335"
"gene_symbol37561","SYNE2","ENSG00000054654","23224","SYNE2"
"gene_symbol37562","PDE2A-AS2","ENSG00000256633","",""
"gene_symbol37563","AC145285.1","ENSG00000240634","",""
"gene_symbol37564","C4orf46","ENSG00000205208","201725","C4orf46"
"gene_symbol37565","RN7SL811P","ENSG00000265439","106479517","RN7SL811P"
"gene_symbol37566","AC092966.1","ENSG00000232130","",""
"gene_symbol37567","AC233280.36","ENSG00000282206","",""
"gene_symbol37568","AC055788.1","ENSG00000286937","",""
"gene_symbol37569","MIR506","ENSG00000207731","574511","MIR506"
"gene_symbol37570","BICRAL","ENSG00000112624","23506","BICRAL"
"gene_symbol37571","AC105031.2","ENSG00000253836","",""
"gene_symbol37572","AL035420.1","ENSG00000234139","",""
"gene_symbol37573","AL358333.2","ENSG00000258928","102723604","LOC102723604"
"gene_symbol37574","LINC01044","ENSG00000223626","104266956","LINC01044"
"gene_symbol37575","LMNB1-DT","ENSG00000251072","102723557","LMNB1-DT"
"gene_symbol37576","RNF2","ENSG00000121481","6045","RNF2"
"gene_symbol37577","EIF4A1","ENSG00000161960","1973","EIF4A1"
"gene_symbol37578","SLC16A1P1","ENSG00000242280","100422547","SLC16A1P1"
"gene_symbol37579","AC002465.1","ENSG00000286390","",""
"gene_symbol37580","AC005697.3","ENSG00000286589","",""
"gene_symbol37581","AC007695.1","ENSG00000287957","",""
"gene_symbol37582","PCSK5","ENSG00000099139","5125","PCSK5"
"gene_symbol37583","AC010468.1","ENSG00000249318","",""
"gene_symbol37584","AC003958.1","ENSG00000108516","",""
"gene_symbol37585","","ENSG00000221043","",""
"gene_symbol37586","RDH10-AS1","ENSG00000250295","101926926","RDH10-AS1"
"gene_symbol37587","POLR2A","ENSG00000181222","5430","POLR2A"
"gene_symbol37588","AC234779.1","ENSG00000227779","",""
"gene_symbol37589","DPP3","ENSG00000254986","10072","DPP3"
"gene_symbol37590","RPLP0P7","ENSG00000238069","100271047","RPLP0P7"
"gene_symbol37591","CICP9","ENSG00000228882","",""
"gene_symbol37592","EIF1B-AS1","ENSG00000280739","440952","EIF1B-AS1"
"gene_symbol37593","CSRNP3","ENSG00000178662","80034","CSRNP3"
"gene_symbol37594","AC093833.1","ENSG00000231054","",""
"gene_symbol37595","SDAD1","ENSG00000198301","55153","SDAD1"
"gene_symbol37596","AC013727.3","ENSG00000273515","",""
"gene_symbol37597","LINC01247","ENSG00000227007","101929390","LINC01247"
"gene_symbol37598","ACOXL-AS1","ENSG00000204581","400997","ACOXL-AS1"
"gene_symbol37599","ALG3","ENSG00000214160","10195","ALG3"
"gene_symbol37600","USP20","ENSG00000136878","10868","USP20"
"gene_symbol37601","AC079466.1","ENSG00000266976","102724908","LOC102724908"
"gene_symbol37602","AC068137.1","ENSG00000284171","107131123","MTND4LP15"
"gene_symbol37603","ABCC5","ENSG00000114770","10057","ABCC5"
"gene_symbol37604","EIF3FP3","ENSG00000233426","339799","EIF3FP3"
"gene_symbol37605","CENPNP1","ENSG00000233671","100132498","CENPNP1"
"gene_symbol37606","KCNMA1-AS3","ENSG00000225652","",""
"gene_symbol37607","TJAP1","ENSG00000137221","93643","TJAP1"
"gene_symbol37608","NUP155","ENSG00000113569","9631","NUP155"
"gene_symbol37609","AP002370.1","ENSG00000254629","100420800","LOC100420800"
"gene_symbol37610","TNRC18P3","ENSG00000189166","",""
"gene_symbol37611","RPS3AP18","ENSG00000243417","391706","RPS3AP18"
"gene_symbol37612","AC097173.2","ENSG00000253825","",""
"gene_symbol37613","ATP5MPL","ENSG00000156411","9556","ATP5MJ"
"gene_symbol37614","MTND4P16","ENSG00000241787","100873241","MTND4P16"
"gene_symbol37615","AL356952.1","ENSG00000288052","",""
"gene_symbol37616","LINC01796","ENSG00000277527","",""
"gene_symbol37617","AC091564.6","ENSG00000255680","",""
"gene_symbol37618","ZNF833P","ENSG00000267343","",""
"gene_symbol37619","AL008721.1","ENSG00000272798","",""
"gene_symbol37620","FUT6","ENSG00000156413","2528","FUT6"
"gene_symbol37621","ZSCAN18","ENSG00000121413","65982","ZSCAN18"
"gene_symbol37622","ZNF92P1Y","ENSG00000215603","100419554","ZNF92P1Y"
"gene_symbol37623","ZNF877P","ENSG00000226875","",""
"gene_symbol37624","AC006001.3","ENSG00000229180","493754","RABGEF1P1"
"gene_symbol37625","AC091163.1","ENSG00000253745","",""
"gene_symbol37626","AL356488.3","ENSG00000273382","",""
"gene_symbol37627","AC140113.2","ENSG00000271309","",""
"gene_symbol37628","MAGEB18","ENSG00000176774","286514","MAGEB18"
"gene_symbol37629","AC022483.1","ENSG00000227040","285453","LOC285453"
"gene_symbol37630","AK6P1","ENSG00000256614","100132086","AK6P1"
"gene_symbol37631","USP17L3","ENSG00000225327","645836","USP17L3"
"gene_symbol37632","TRBV18","ENSG00000276557","28569","TRBV18"
"gene_symbol37633","SLC66A1L","ENSG00000174899","152078","SLC66A1L"
"gene_symbol37634","TCEAL4P1","ENSG00000223543","100874432","TCEAL4P1"
"gene_symbol37635","AC090559.1","ENSG00000255197","",""
"gene_symbol37636","SELENOWP1","ENSG00000215900","",""
"gene_symbol37637","MIR122HG","ENSG00000267391","112441433","MIR122HG"
"gene_symbol37638","AC007557.1","ENSG00000227021","",""
"gene_symbol37639","OR1X1P","ENSG00000272494","402236","OR1X1P"
"gene_symbol37640","RN7SKP293","ENSG00000223321","106480923","RN7SKP293"
"gene_symbol37641","AC127502.3","ENSG00000283345","100652840","MPHOSPH10P3"
"gene_symbol37642","CENPQ","ENSG00000031691","55166","CENPQ"
"gene_symbol37643","DDX18P6","ENSG00000220585","",""
"gene_symbol37644","NAV2-AS2","ENSG00000254453","100874014","NAV2-AS2"
"gene_symbol37645","AC104758.2","ENSG00000260776","",""
"gene_symbol37646","LINC01081","ENSG00000268754","",""
"gene_symbol37647","MAGEB17","ENSG00000182798","645864","MAGEB17"
"gene_symbol37648","AC024587.1","ENSG00000248827","345576","LOC345576"
"gene_symbol37649","AC016999.2","ENSG00000274346","",""
"gene_symbol37650","AP005271.1","ENSG00000265554","",""
"gene_symbol37651","DCD","ENSG00000161634","117159","DCD"
"gene_symbol37652","IGLV3-27","ENSG00000211658","28791","IGLV3-27"
"gene_symbol37653","PCF11","ENSG00000165494","51585","PCF11"
"gene_symbol37654","AC012173.1","ENSG00000260350","",""
"gene_symbol37655","LINC02463","ENSG00000257683","",""
"gene_symbol37656","TAS2R5","ENSG00000127366","54429","TAS2R5"
"gene_symbol37657","LINC02586","ENSG00000224965","",""
"gene_symbol37658","LINC02777","ENSG00000232453","105378753","LINC02777"
"gene_symbol37659","LPL","ENSG00000175445","4023","LPL"
"gene_symbol37660","GOLGA8J","ENSG00000179938","653073","GOLGA8J"
"gene_symbol37661","AC002472.4","ENSG00000284665","",""
"gene_symbol37662","MAP3K10","ENSG00000130758","4294","MAP3K10"
"gene_symbol37663","AP005119.2","ENSG00000265417","100129774","LOC100129774"
"gene_symbol37664","GAPDHP35","ENSG00000250982","",""
"gene_symbol37665","AC008608.1","ENSG00000271128","",""
"gene_symbol37666","BX072566.1","ENSG00000277630","100288966","LOC100288966"
"gene_symbol37667","AC084879.2","ENSG00000258313","",""
"gene_symbol37668","AC016722.2","ENSG00000228925","",""
"gene_symbol37669","ARSJ","ENSG00000180801","79642","ARSJ"
"gene_symbol37670","ZNF490","ENSG00000188033","57474","ZNF490"
"gene_symbol37671","SLC12A1","ENSG00000074803","6557","SLC12A1"
"gene_symbol37672","AC115220.1","ENSG00000285544","",""
"gene_symbol37673","","ENSG00000249201","101928857","TERLR1"
"gene_symbol37674","C5orf64","ENSG00000178722","285668","C5orf64"
"gene_symbol37675","PCDHB19P","ENSG00000262096","",""
"gene_symbol37676","RN7SKP62","ENSG00000207269","106480460","RN7SKP62"
"gene_symbol37677","PIGUP1","ENSG00000224437","100422342","PIGUP1"
"gene_symbol37678","AL353608.2","ENSG00000226904","",""
"gene_symbol37679","AC092376.3","ENSG00000285918","",""
"gene_symbol37680","AL451106.1","ENSG00000288661","",""
"gene_symbol37681","AC006148.1","ENSG00000242593","",""
"gene_symbol37682","SERPINB12","ENSG00000166634","89777","SERPINB12"
"gene_symbol37683","ZMYND11","ENSG00000015171","10771","ZMYND11"
"gene_symbol37684","BIRC2","ENSG00000110330","329","BIRC2"
"gene_symbol37685","DMRTC1B","ENSG00000184911","728656","DMRTC1B"
"gene_symbol37686","DNAH8-AS1","ENSG00000231150","",""
"gene_symbol37687","AC039056.1","ENSG00000257797","",""
"gene_symbol37688","ADAM17","ENSG00000151694","6868","ADAM17"
"gene_symbol37689","AL359962.2","ENSG00000273160","",""
"gene_symbol37690","AC023503.1","ENSG00000288004","",""
"gene_symbol37691","TUBAP4","ENSG00000261665","106479041","TUBAP4"
"gene_symbol37692","AC090954.1","ENSG00000228874","100271097","RPS24P10"
"gene_symbol37693","CLPTM1","ENSG00000104853","1209","CLPTM1"
"gene_symbol37694","GABRR1","ENSG00000146276","2569","GABRR1"
"gene_symbol37695","AC126283.1","ENSG00000272795","",""
"gene_symbol37696","FANCL","ENSG00000115392","55120","FANCL"
"gene_symbol37697","DNER","ENSG00000187957","92737","DNER"
"gene_symbol37698","AC106873.3","ENSG00000273596","",""
"gene_symbol37699","HNRNPA1P22","ENSG00000236459","",""
"gene_symbol37700","TMEM244","ENSG00000203756","253582","TMEM244"
"gene_symbol37701","SLC6A18","ENSG00000164363","348932","SLC6A18"
"gene_symbol37702","OR11H4","ENSG00000176198","390442","OR11H4"
"gene_symbol37703","AC009646.2","ENSG00000254687","",""
"gene_symbol37704","RAD23BP1","ENSG00000236570","131185","RAD23BP1"
"gene_symbol37705","EIF4G2","ENSG00000110321","1982","EIF4G2"
"gene_symbol37706","AP006216.2","ENSG00000236267","",""
"gene_symbol37707","AK6P2","ENSG00000257173","100128817","AK6P2"
"gene_symbol37708","CNOT7P2","ENSG00000232185","",""
"gene_symbol37709","AC091181.1","ENSG00000279555","",""
"gene_symbol37710","FBXO44","ENSG00000132879","93611","FBXO44"
"gene_symbol37711","GFRAL","ENSG00000187871","389400","GFRAL"
"gene_symbol37712","HEBP2P1","ENSG00000235548","",""
"gene_symbol37713","HGD","ENSG00000113924","3081","HGD"
"gene_symbol37714","EFCAB14-AS1","ENSG00000228237","100130197","EFCAB14-AS1"
"gene_symbol37715","AL137058.1","ENSG00000244471","",""
"gene_symbol37716","AP001825.1","ENSG00000254787","",""
"gene_symbol37717","ATXN7L1","ENSG00000146776","222255","ATXN7L1"
"gene_symbol37718","NCLN","ENSG00000125912","56926","NCLN"
"gene_symbol37719","ZNF638","ENSG00000075292","27332","ZNF638"
"gene_symbol37720","GEMIN5","ENSG00000082516","25929","GEMIN5"
"gene_symbol37721","CYYR1-AS1","ENSG00000197934","100996571","CYYR1-AS1"
"gene_symbol37722","RPL21P33","ENSG00000237024","100270953","RPL21P33"
"gene_symbol37723","AL138694.1","ENSG00000283384","",""
"gene_symbol37724","MFSD3","ENSG00000167700","113655","MFSD3"
"gene_symbol37725","PHBP14","ENSG00000248913","100873751","PHB1P14"
"gene_symbol37726","CHRNB2","ENSG00000160716","1141","CHRNB2"
"gene_symbol37727","Z98751.1","ENSG00000232261","100422548","LOC100422548"
"gene_symbol37728","RN7SL745P","ENSG00000242182","106481858","RN7SL745P"
"gene_symbol37729","FCSK","ENSG00000157353","197258","FCSK"
"gene_symbol37730","AP000275.1","ENSG00000238220","",""
"gene_symbol37731","RAD54B","ENSG00000197275","25788","RAD54B"
"gene_symbol37732","RPL31P41","ENSG00000239261","100271201","RPL31P41"
"gene_symbol37733","AC012414.5","ENSG00000261048","100312812","VN1R60P"
"gene_symbol37734","EEF1DP7","ENSG00000263883","100422656","EEF1DP7"
"gene_symbol37735","AC015909.5","ENSG00000279792","",""
"gene_symbol37736","AC009362.1","ENSG00000233287","442723","RPL27P11"
"gene_symbol37737","AF129075.2","ENSG00000273254","",""
"gene_symbol37738","GUSBP5","ENSG00000236296","441046","GUSBP5"
"gene_symbol37739","AC063952.3","ENSG00000242613","",""
"gene_symbol37740","PA2G4P4","ENSG00000230457","",""
"gene_symbol37741","AC027612.3","ENSG00000286698","",""
"gene_symbol37742","AC002331.1","ENSG00000286712","",""
"gene_symbol37743","COL2A1","ENSG00000139219","1280","COL2A1"
"gene_symbol37744","AC098969.1","ENSG00000285738","",""
"gene_symbol37745","AC124798.3","ENSG00000287898","",""
"gene_symbol37746","SNORA26","ENSG00000212588","677810","SNORA26"
"gene_symbol37747","FOXN1","ENSG00000109101","8456","FOXN1"
"gene_symbol37748","AC139712.1","ENSG00000236837","",""
"gene_symbol37749","WTAP","ENSG00000146457","9589","WTAP"
"gene_symbol37750","LIM2","ENSG00000105370","3982","LIM2"
"gene_symbol37751","ETF1","ENSG00000120705","2107","ETF1"
"gene_symbol37752","CCSAP","ENSG00000154429","126731","CCSAP"
"gene_symbol37753","AC008993.3","ENSG00000282807","",""
"gene_symbol37754","HLA-F","ENSG00000204642","3134","HLA-F"
"gene_symbol37755","AP000438.2","ENSG00000285388","",""
"gene_symbol37756","AC105275.2","ENSG00000261314","",""
